average_rating,year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
7.7,2017,31R003,P.S. 003 The Margaret Gioiosa School,82%,93%,93%,97%,94%,98%,97%,97%,96%,95%,96%,93%,97%,97%,96%,97%,95%,96%,94%
7.111111111111111,2017,31R004,P.S. 004 Maurice Wollin,98%,93%,94%,97%,93%,96%,94%,94%,92%,95%,93%,94%,93%,92%,97%,96%,93%,95%,91%
9.0,2017,31R005,P.S. 005 Huguenot,84%,94%,95%,98%,94%,95%,95%,94%,94%,94%,94%,93%,89%,90%,97%,94%,97%,98%,95%
6.705882352941177,2017,31R006,P.S. 6 Corporal Allan F. Kivlehan School,56%,91%,91%,95%,92%,97%,93%,93%,91%,94%,93%,95%,93%,93%,96%,96%,93%,95%,93%
8.5,2017,31R007,I.S. 007 Elias Bernstein,67%,90%,89%,97%,92%,97%,94%,95%,95%,94%,93%,95%,94%,93%,97%,95%,96%,96%,90%
5.923076923076923,2017,31R008,P.S. 8 Shirlee Solomon,100%,94%,93%,96%,95%,98%,93%,91%,94%,95%,90%,95%,95%,95%,98%,97%,96%,96%,94%
7.238095238095238,2017,31R009,Naples Street Elementary School,90%,97%,97%,97%,97%,96%,97%,97%,98%,97%,96%,96%,98%,98%,98%,97%,97%,97%,96%
8.181818181818182,2017,31R010,Fort Hill Collaborative Elementary School,52%,89%,89%,92%,89%,91%,91%,92%,91%,92%,92%,92%,94%,94%,95%,95%,94%,95%,95%
7.535714285714286,2017,31R011,P.S. 11 Thomas Dongan School,60%,94%,94%,98%,96%,98%,98%,97%,98%,96%,98%,94%,98%,94%,96%,99%,97%,99%,94%
7.0,2017,84R012,New Ventures Charter School,57%,96%,94%,98%,100%,100%,98%,98%,98%,95%,100%,95%,100%,100%,98%,98%,95%,93%,84%
7.875,2017,31R013,P.S. 013 M. L. Lindemeyer,27%,92%,93%,96%,94%,96%,97%,96%,95%,93%,95%,94%,96%,95%,97%,97%,97%,96%,92%
8.181818181818182,2017,31R016,P.S. 016 John J. Driscoll,57%,93%,95%,97%,96%,97%,97%,97%,98%,94%,96%,95%,94%,95%,95%,96%,96%,96%,88%
8.0,2017,31R018,P.S. 018 John G. Whittier,48%,93%,93%,97%,93%,96%,95%,95%,95%,94%,95%,93%,93%,95%,94%,96%,95%,97%,91%
9.0,2017,31R019,P.S. 019 The Curtis School,61%,92%,97%,98%,97%,99%,97%,96%,97%,96%,97%,95%,97%,96%,94%,96%,97%,97%,93%
8.75,2017,31R020,P.S. 020 Port Richmond,51%,92%,93%,97%,93%,96%,94%,93%,92%,95%,90%,93%,95%,94%,94%,95%,95%,97%,88%
8.666666666666666,2017,31R021,P.S. 21 Margaret Emery-Elm Park,48%,94%,98%,99%,96%,99%,98%,98%,98%,98%,96%,98%,97%,97%,97%,97%,97%,98%,90%
8.625,2017,31R022,P.S. 022 Graniteville,35%,89%,91%,95%,91%,96%,93%,92%,90%,94%,92%,91%,94%,94%,94%,92%,93%,95%,85%
8.222222222222221,2017,31R023,P.S. 023 Richmondtown,59%,95%,95%,98%,96%,98%,96%,97%,96%,97%,96%,94%,96%,95%,98%,98%,97%,97%,95%
5.764705882352941,2017,31R024,I.S. 024 Myra S. Barnes,70%,89%,88%,95%,91%,96%,96%,96%,96%,94%,95%,92%,96%,95%,96%,95%,96%,95%,85%
7.0,2017,75R025,South Richmond High School I.S./P.S. 25,33%,95%,98%,99%,98%,99%,99%,97%,99%,99%,97%,98%,99%,93%,99%,98%,98%,98%,76%
6.375,2017,31R026,P.S. 026 The Carteret School,65%,95%,94%,96%,96%,95%,96%,96%,97%,96%,97%,95%,97%,96%,99%,98%,99%,98%,94%
7.5,2017,31R029,P.S. 029 Bardwell,78%,97%,97%,99%,99%,99%,97%,98%,98%,99%,98%,98%,98%,97%,99%,99%,98%,98%,98%
8.0,2017,31R030,P.S. 030 Westerleigh,68%,92%,94%,98%,94%,97%,97%,97%,95%,97%,96%,95%,96%,95%,98%,95%,96%,96%,95%
8.0,2017,31R031,P.S. 031 William T. Davis,54%,91%,92%,97%,93%,94%,96%,92%,90%,95%,91%,93%,88%,90%,91%,97%,96%,99%,87%
6.333333333333333,2017,31R032,P.S. 032 The Gifford School,78%,94%,92%,96%,92%,95%,89%,88%,87%,95%,88%,94%,90%,91%,97%,94%,96%,96%,89%
6.769230769230769,2017,31R034,I.S. 034 Tottenville,85%,90%,92%,97%,94%,97%,96%,96%,96%,94%,96%,95%,96%,95%,97%,96%,97%,97%,90%
8.333333333333334,2017,31R035,P.S. 35 The Clove Valley School,69%,98%,98%,100%,97%,98%,96%,98%,99%,98%,98%,98%,97%,98%,99%,100%,99%,100%,98%
7.25,2017,31R036,P.S. 036 J. C. Drumgoole,55%,91%,93%,97%,91%,92%,86%,83%,83%,96%,88%,91%,80%,84%,96%,93%,94%,95%,91%
7.529411764705882,2017,31R038,P.S. 038 George Cromwell,100%,95%,94%,96%,95%,96%,93%,95%,95%,95%,94%,93%,94%,95%,98%,95%,94%,95%,90%
6.739130434782608,2017,31R039,P.S. 39 Francis J. Murphy Jr.,35%,91%,89%,97%,91%,94%,95%,92%,92%,97%,92%,95%,94%,94%,97%,99%,95%,96%,94%
7.0,2017,31R041,The Stephanie A. Vierno School,69%,94%,96%,98%,96%,97%,95%,95%,94%,96%,95%,95%,95%,96%,98%,97%,96%,97%,91%
8.0,2017,31R042,P.S. 042 Eltingville,68%,94%,95%,98%,96%,98%,97%,97%,98%,97%,97%,95%,98%,98%,98%,97%,97%,97%,95%
8.6,2017,31R044,P.S. 044 Thomas C. Brown,43%,89%,92%,95%,90%,96%,93%,91%,93%,94%,92%,91%,92%,94%,90%,88%,90%,93%,89%
6.662162162162162,2017,31R046,P.S. 046 Albert V. Maniscalco,48%,95%,96%,99%,98%,97%,98%,99%,99%,99%,98%,96%,99%,99%,96%,97%,94%,96%,91%
7.315789473684211,2017,31R048,P.S. 048 William G. Wilcox,62%,96%,94%,97%,96%,97%,96%,95%,96%,96%,95%,95%,97%,96%,98%,96%,94%,96%,91%
7.725,2017,31R049,I.S. 49 Berta A. Dreyfus,29%,82%,88%,97%,90%,95%,95%,94%,91%,94%,90%,91%,93%,91%,81%,91%,89%,90%,79%
9.0,2017,31R050,P.S. 050 Frank Hankinson,57%,93%,95%,97%,92%,95%,93%,96%,95%,95%,93%,94%,93%,92%,98%,95%,97%,98%,91%
8.75,2017,31R051,I.S. 051 Edwin Markham,22%,89%,91%,98%,93%,96%,97%,96%,98%,95%,95%,94%,97%,96%,91%,96%,97%,97%,91%
7.258064516129032,2017,31R052,P.S. 052 John C. Thompson,81%,94%,94%,98%,95%,97%,96%,97%,95%,97%,95%,96%,97%,97%,96%,97%,96%,98%,93%
5.75,2017,31R053,The Barbara Esselborn School,91%,90%,92%,97%,95%,98%,96%,96%,97%,97%,95%,94%,96%,96%,99%,98%,96%,96%,93%
8.8,2017,31R054,P.S. 054 Charles W. Leng,77%,96%,98%,98%,94%,98%,98%,98%,98%,96%,97%,96%,97%,95%,98%,98%,97%,98%,91%
6.7,2017,31R055,P.S. 055 Henry M. Boehm,76%,93%,94%,99%,94%,97%,96%,96%,94%,95%,93%,95%,97%,97%,98%,96%,95%,97%,95%
6.9,2017,31R056,P.S. 56 The Louis Desario School,77%,91%,90%,96%,89%,97%,93%,89%,88%,95%,88%,92%,89%,88%,97%,93%,96%,96%,94%
7.818181818181818,2017,31R057,P.S. 057 Hubert H. Humphrey,50%,90%,91%,96%,93%,92%,93%,91%,92%,93%,91%,93%,91%,93%,93%,94%,92%,94%,90%
7.125,2017,31R058,Space Shuttle Columbia School,100%,91%,92%,96%,93%,96%,96%,95%,95%,95%,96%,93%,96%,96%,96%,97%,96%,95%,92%
8.666666666666666,2017,31R059,The Harbor View School,51%,96%,94%,99%,99%,100%,98%,99%,100%,98%,97%,96%,97%,96%,97%,100%,93%,96%,97%
6.4,2017,31R060,P.S. 060 Alice Austen,51%,93%,94%,98%,92%,94%,93%,93%,93%,95%,94%,93%,93%,93%,96%,94%,93%,96%,95%
7.444444444444445,2017,31R061,I.S. 061 William A Morris,43%,81%,84%,95%,86%,94%,92%,90%,89%,90%,87%,88%,90%,89%,88%,93%,92%,94%,81%
7.0,2017,84R067,John W. Lavelle Preparatory Charter School,82%,89%,91%,98%,93%,95%,95%,94%,92%,95%,93%,93%,94%,92%,96%,96%,95%,96%,85%
7.6,2017,31R069,P.S. 069 Daniel D. Tompkins,88%,89%,90%,97%,90%,92%,88%,89%,88%,94%,88%,91%,88%,89%,97%,90%,94%,94%,91%
7.625,2017,31R072,I.S. 072 Rocco Laurie,76%,77%,82%,94%,86%,94%,95%,95%,95%,91%,89%,90%,94%,91%,96%,94%,93%,95%,82%
8.666666666666666,2017,84R073,New World Preparatory Charter School,88%,95%,96%,97%,97%,98%,98%,97%,97%,98%,95%,95%,98%,97%,97%,98%,98%,99%,91%
8.166666666666666,2017,31R074,P.S. 74 Future Leaders Elementary School,67%,93%,94%,96%,94%,96%,95%,94%,94%,96%,92%,95%,95%,96%,97%,94%,96%,96%,89%
7.25,2017,31R075,I.S. 075 Frank D. Paulo,78%,96%,96%,98%,97%,99%,99%,99%,99%,98%,98%,97%,99%,98%,99%,98%,99%,98%,92%
7.769230769230769,2017,31R078,P.S. 78,37%,91%,95%,97%,95%,97%,97%,96%,96%,94%,97%,94%,96%,96%,96%,95%,94%,98%,86%
8.428571428571429,2017,31R080,The Michael J. Petrides School,48%,90%,90%,96%,93%,96%,94%,93%,91%,95%,92%,89%,95%,94%,92%,94%,96%,96%,90%
8.0,2017,75R373,P.S. R373,35%,92%,94%,97%,92%,97%,96%,95%,94%,93%,93%,96%,94%,92%,97%,96%,93%,94%,92%
6.0,2017,31R440,New Dorp High School,30%,85%,85%,95%,91%,96%,96%,97%,96%,93%,95%,91%,97%,95%,94%,95%,93%,95%,82%
8.75,2017,31R445,Port Richmond High School,24%,91%,90%,94%,95%,95%,96%,95%,96%,94%,94%,94%,96%,96%,97%,96%,95%,94%,89%
8.5,2017,31R450,Curtis High School,18%,83%,83%,97%,89%,95%,95%,94%,94%,91%,91%,90%,95%,95%,91%,96%,94%,97%,81%
8.0,2017,31R455,Tottenville High School,32%,85%,85%,96%,90%,94%,94%,94%,92%,93%,96%,90%,94%,93%,93%,94%,94%,95%,87%
7.333333333333333,2017,31R460,Susan E. Wagner High School,41%,84%,83%,96%,89%,94%,96%,95%,95%,92%,94%,92%,97%,95%,93%,94%,95%,94%,79%
7.925,2017,31R470,Concord High School,13%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,100%,100%,100%,100%,100%,100%,100%,93%
9.0,2017,31R605,Staten Island Technical High School,86%,91%,90%,99%,95%,98%,99%,98%,98%,96%,97%,94%,98%,98%,98%,97%,98%,97%,77%
7.769230769230769,2017,75R721,The Richard H. Hungerford School,60%,96%,98%,98%,97%,98%,97%,97%,98%,98%,97%,98%,97%,97%,97%,98%,97%,98%,90%
7.0,2017,07X001,P.S. 001 Courtlandt School,82%,91%,92%,94%,95%,96%,92%,91%,91%,94%,90%,93%,94%,94%,94%,96%,93%,95%,88%
6.833333333333333,2017,10X003,P.S. 3 Raul Julia Micro Society,61%,93%,95%,96%,97%,98%,96%,95%,95%,97%,95%,96%,96%,97%,100%,98%,95%,94%,93%
6.777777777777778,2017,09X004,P.S./M.S. 004 Crotona Park West,78%,94%,92%,97%,93%,96%,96%,94%,95%,95%,92%,95%,95%,94%,94%,94%,95%,97%,91%
7.857142857142857,2017,07X005,P.S. 5 Port Morris,50%,87%,92%,97%,92%,96%,96%,94%,93%,94%,92%,92%,92%,92%,94%,94%,95%,95%,89%
7.0,2017,12X006,P.S. 006 West Farms,53%,91%,92%,97%,94%,98%,96%,95%,95%,96%,94%,90%,96%,97%,94%,93%,94%,96%,90%
8.23076923076923,2017,10X007,Milton Fein School,75%,93%,95%,98%,95%,98%,96%,96%,96%,98%,94%,96%,96%,97%,98%,97%,98%,98%,89%
7.8,2017,10X008,P.S. 008 Isaac Varian,34%,90%,95%,98%,95%,96%,96%,94%,94%,95%,94%,94%,94%,95%,94%,98%,98%,98%,88%
7.461538461538462,2017,10X009,P.S. 9 Ryer Avenue Elementary School,39%,89%,93%,97%,92%,95%,94%,92%,92%,95%,93%,93%,94%,94%,93%,95%,95%,97%,88%
7.818181818181818,2017,75X010,P.S. X010,42%,94%,96%,97%,95%,96%,96%,97%,96%,95%,94%,95%,97%,96%,97%,98%,97%,98%,89%
8.0,2017,09X011,P.S. 011 Highbridge,40%,87%,91%,96%,92%,95%,93%,90%,90%,91%,91%,91%,92%,90%,94%,94%,91%,92%,89%
7.777777777777778,2017,08X014,P.S. X014 Senator John Calandra,83%,92%,95%,98%,95%,97%,97%,97%,98%,98%,96%,94%,96%,96%,97%,96%,97%,98%,91%
8.333333333333334,2017,11X016,P.S. 016 Wakefield,27%,91%,94%,97%,89%,96%,86%,80%,81%,95%,85%,91%,80%,87%,92%,94%,90%,99%,89%
7.857142857142857,2017,75X017,P.S. X017,61%,92%,92%,95%,91%,96%,92%,92%,91%,95%,91%,93%,91%,92%,94%,96%,93%,95%,89%
7.0,2017,07X018,P.S. 018 John Peter Zenger,100%,94%,95%,96%,95%,96%,97%,94%,95%,96%,95%,96%,95%,96%,96%,97%,96%,98%,91%
8.0,2017,11X019,P.S. 019 Judith K. Weiss,38%,84%,88%,95%,89%,97%,93%,94%,94%,93%,91%,91%,93%,90%,97%,95%,92%,94%,90%
8.333333333333334,2017,11X021,P.S. 021 Philip H. Sheridan,27%,80%,88%,95%,83%,90%,90%,89%,87%,90%,87%,91%,85%,85%,89%,87%,89%,91%,89%
8.0,2017,09X022,J.H.S. 022 Jordan L. Mott,69%,94%,93%,97%,96%,97%,97%,97%,96%,96%,96%,96%,96%,96%,96%,94%,95%,95%,89%
7.0,2017,10X024,P.S. 024 Spuyten Duyvil,39%,77%,85%,93%,79%,88%,81%,78%,77%,90%,87%,84%,79%,76%,94%,83%,87%,89%,94%
7.857142857142857,2017,07X025,P.S. 025 Bilingual School,33%,90%,91%,95%,90%,94%,94%,92%,91%,94%,93%,92%,90%,93%,93%,93%,93%,94%,92%
7.0,2017,09X028,P.S. 028 Mount Hope,10%,89%,96%,100%,93%,95%,93%,91%,93%,96%,94%,98%,90%,88%,96%,91%,89%,92%,87%
8.0,2017,07X029,P.S./M.S. 029 Melrose School,62%,91%,91%,97%,91%,96%,96%,94%,93%,96%,93%,93%,93%,94%,93%,94%,94%,95%,89%
7.0,2017,07X031,P.S./M.S. 031 The William Lloyd Garrison,34%,84%,86%,92%,87%,94%,91%,86%,90%,90%,87%,91%,92%,91%,91%,92%,90%,90%,86%
6.0,2017,10X032,P.S. 032 Belmont,63%,90%,94%,98%,93%,97%,97%,95%,95%,96%,93%,97%,96%,95%,96%,95%,95%,96%,89%
7.454545454545454,2017,10X033,P.S. 033 Timothy Dwight,71%,84%,88%,93%,87%,92%,89%,88%,87%,92%,85%,88%,89%,88%,90%,89%,91%,93%,84%
8.0,2017,09X035,P.S. 035 Franz Siegel,66%,89%,93%,97%,94%,97%,97%,96%,95%,96%,96%,93%,95%,96%,96%,97%,95%,95%,87%
7.5,2017,08X036,P.S. 036 Unionport,71%,99%,99%,99%,99%,98%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,98%
8.125,2017,10X037,P.S. X037 - Multiple Intelligence School,56%,95%,97%,97%,97%,97%,97%,96%,97%,96%,96%,96%,99%,96%,98%,98%,97%,98%,94%
8.0,2017,11X041,P.S. 041 Gun Hill Road,94%,97%,97%,99%,98%,99%,99%,99%,99%,98%,99%,98%,99%,99%,98%,98%,98%,99%,97%
7.4,2017,09X042,P.S. 042 Claremont,58%,96%,95%,96%,95%,97%,96%,96%,96%,95%,96%,97%,98%,98%,97%,95%,97%,98%,90%
6.666666666666667,2017,12X044,P.S. 044 David C. Farragut,34%,71%,85%,91%,85%,94%,85%,81%,83%,87%,85%,90%,80%,85%,86%,88%,86%,91%,95%
6.6,2017,10X045,Thomas C. Giordano Middle School 45,31%,85%,84%,94%,91%,93%,93%,90%,91%,94%,94%,94%,90%,91%,89%,97%,95%,97%,77%
7.875,2017,10X046,P.S. 046 Edgar Allan Poe,51%,88%,93%,97%,85%,95%,92%,92%,90%,95%,89%,90%,90%,91%,90%,90%,95%,97%,87%
7.8,2017,12X047,P.S. 047 John Randolph,81%,91%,93%,97%,94%,96%,97%,96%,95%,95%,95%,95%,97%,96%,97%,96%,95%,97%,89%
7.777777777777778,2017,08X048,P.S. 048 Joseph R. Drake,25%,79%,88%,95%,87%,93%,90%,87%,88%,91%,89%,89%,87%,86%,88%,91%,87%,90%,86%
7.0,2017,07X049,P.S. 049 Willis Avenue,70%,88%,92%,95%,93%,93%,93%,91%,91%,94%,89%,92%,94%,96%,94%,97%,95%,96%,88%
8.0,2017,09X053,P.S. 053 Basheer Quisim,31%,87%,88%,97%,85%,96%,93%,88%,88%,92%,86%,93%,87%,89%,92%,88%,91%,94%,86%
7.714285714285714,2017,10X054,P.S./I.S. 54,100%,97%,97%,98%,98%,98%,98%,98%,98%,97%,98%,97%,98%,97%,97%,98%,98%,99%,91%
7.0,2017,09X055,P.S. 055 Benjamin Franklin,59%,83%,89%,97%,90%,94%,97%,95%,94%,91%,95%,93%,95%,93%,95%,93%,89%,94%,85%
7.857142857142857,2017,10X056,P.S. 056 Norwood Heights,74%,95%,96%,98%,97%,97%,99%,98%,98%,96%,98%,96%,97%,97%,97%,97%,97%,97%,86%
6.714285714285714,2017,12X057,P.S. 057 Crescent,61%,93%,95%,98%,95%,98%,96%,94%,93%,95%,92%,95%,95%,95%,92%,96%,94%,96%,91%
7.0,2017,09X058,P.S. 058,48%,88%,87%,92%,86%,92%,93%,91%,91%,89%,91%,91%,90%,90%,92%,92%,86%,92%,87%
6.571428571428571,2017,12X061,P.S. 061 Francisco Oller,46%,95%,97%,98%,95%,95%,95%,93%,91%,98%,90%,96%,95%,96%,98%,95%,95%,97%,87%
7.857142857142857,2017,08X062,P.S. 062 Inocensio Casanova,51%,93%,94%,97%,93%,97%,97%,96%,97%,96%,94%,94%,97%,97%,97%,98%,98%,98%,91%
7.0,2017,07X065,P.S. 065 Mother Hale Academy,95%,94%,94%,95%,92%,97%,94%,91%,92%,95%,93%,91%,94%,94%,94%,93%,94%,97%,86%
7.0,2017,12X067,P.S. 067 Mohegan School,50%,89%,92%,97%,92%,96%,93%,91%,92%,92%,89%,90%,90%,90%,92%,92%,91%,92%,91%
8.0,2017,11X068,P.S. 068 Bronx,41%,89%,92%,96%,89%,97%,94%,95%,94%,95%,93%,91%,94%,95%,96%,90%,93%,96%,92%
8.11111111111111,2017,08X069,P.S. 069 Journey Prep School,54%,96%,98%,99%,97%,97%,97%,98%,98%,98%,99%,98%,97%,97%,98%,96%,98%,98%,91%
7.0,2017,09X070,P.S. 070 Max Schoenfeld,38%,89%,91%,98%,90%,96%,95%,92%,91%,94%,90%,91%,92%,92%,95%,94%,93%,95%,85%
8.6,2017,08X071,P.S. 071 Rose E. Scala,30%,87%,90%,96%,90%,95%,94%,93%,91%,94%,94%,88%,93%,93%,96%,95%,92%,93%,88%
7.9,2017,08X072,P.S. 072 Dr. William Dorney,50%,91%,92%,97%,91%,95%,94%,92%,94%,94%,93%,91%,95%,95%,94%,93%,94%,94%,90%
8.142857142857142,2017,09X073,P.S. 073 Bronx,51%,85%,91%,96%,91%,94%,92%,90%,91%,94%,89%,91%,89%,90%,93%,90%,90%,92%,85%
8.0,2017,11X076,P.S. 076 The Bennington School,38%,89%,93%,97%,93%,97%,94%,93%,94%,96%,93%,94%,97%,96%,95%,96%,92%,95%,88%
7.857142857142857,2017,10X077,Bedford Park Elementary School,82%,94%,92%,97%,94%,97%,95%,95%,95%,95%,94%,95%,95%,96%,96%,97%,95%,96%,88%
8.0,2017,11X078,P.S. 078 Anne Hutchinson,56%,89%,91%,95%,90%,96%,95%,93%,93%,94%,91%,90%,93%,91%,90%,91%,91%,96%,90%
8.0,2017,10X080,J.H.S. 080 The Mosholu Parkway,61%,91%,91%,97%,94%,97%,96%,95%,95%,94%,94%,95%,95%,94%,95%,94%,95%,95%,92%
6.583333333333333,2017,10X081,P.S. 081 Robert J. Christen,100%,96%,96%,99%,97%,98%,97%,96%,96%,97%,97%,94%,96%,96%,97%,97%,97%,99%,92%
6.428571428571429,2017,11X083,P.S. 083 Donald Hertz,41%,88%,90%,97%,90%,95%,95%,94%,94%,96%,91%,92%,95%,95%,96%,94%,94%,96%,86%
7.571428571428571,2017,10X085,P.S. 085 Great Expectations,45%,90%,92%,98%,92%,97%,96%,94%,95%,96%,92%,94%,95%,95%,94%,93%,92%,95%,91%
8.125,2017,10X086,P.S. 086 Kingsbridge Heights,60%,95%,96%,97%,96%,97%,97%,97%,96%,96%,96%,95%,95%,96%,96%,97%,97%,97%,90%
8.5,2017,11X087,P.S. 087 Bronx,65%,91%,90%,97%,94%,98%,97%,97%,97%,96%,96%,95%,98%,97%,97%,95%,95%,97%,91%
8.0,2017,09X088,P.S. X088 - S. Silverstein Little Sparrow School,25%,97%,100%,100%,92%,97%,92%,92%,92%,97%,94%,97%,84%,89%,97%,89%,94%,97%,86%
6.5,2017,11X089,P.S. 089 Bronx,37%,85%,93%,97%,91%,97%,95%,91%,92%,95%,88%,92%,93%,94%,95%,93%,95%,97%,82%
7.5,2017,10X091,P.S. 091 Bronx,50%,91%,93%,98%,92%,96%,93%,92%,93%,94%,91%,94%,93%,93%,96%,95%,96%,97%,88%
6.857142857142857,2017,12X092,P.S. 092 Bronx,91%,94%,92%,95%,93%,95%,96%,95%,96%,93%,96%,93%,94%,95%,94%,96%,96%,96%,87%
7.769230769230769,2017,08X093,P.S. 093 Albert G. Oliver,47%,90%,91%,94%,92%,93%,95%,93%,92%,93%,94%,94%,91%,90%,92%,94%,92%,94%,91%
8.166666666666666,2017,10X094,P.S. 094 Kings College School,41%,89%,92%,97%,92%,98%,97%,94%,94%,97%,92%,94%,95%,97%,95%,97%,96%,97%,88%
8.25,2017,10X095,P.S. 095 Sheila Mencher,85%,95%,96%,97%,96%,97%,97%,97%,97%,94%,96%,94%,96%,96%,94%,95%,96%,96%,92%
7.75,2017,11X096,P.S. 096 Richard Rodgers,55%,92%,95%,98%,96%,98%,97%,96%,96%,95%,95%,95%,95%,95%,96%,96%,97%,97%,92%
6.181818181818182,2017,11X097,P.S. 097 Bronx,55%,91%,93%,96%,93%,95%,91%,90%,90%,96%,88%,93%,92%,93%,97%,92%,93%,95%,89%
6.666666666666667,2017,12X098,J.H.S. 098 Herman Ridder,52%,97%,97%,100%,99%,98%,99%,99%,99%,99%,99%,94%,96%,96%,96%,97%,96%,100%,88%
7.666666666666667,2017,08X100,P.S. 100 Isaac Clason,16%,83%,90%,94%,89%,96%,93%,91%,91%,89%,90%,93%,93%,94%,94%,94%,94%,93%,93%
7.818181818181818,2017,08X101,M.S. X101 Edward R. Byrne,77%,86%,84%,95%,92%,96%,95%,95%,95%,93%,94%,92%,97%,97%,97%,94%,95%,94%,87%
9.0,2017,11X103,P.S. 103 Hector Fontanez,37%,89%,92%,96%,92%,95%,95%,93%,94%,95%,92%,92%,94%,95%,95%,94%,92%,93%,89%
7.6,2017,11X105,P.S. 105 Sen Abraham Bernstein,41%,86%,91%,96%,92%,94%,91%,90%,90%,93%,88%,89%,90%,90%,95%,93%,89%,93%,85%
7.571428571428571,2017,11X106,P.S. 106 Parkchester,68%,92%,93%,97%,94%,96%,97%,95%,96%,96%,93%,92%,94%,95%,97%,96%,93%,95%,86%
8.083333333333334,2017,08X107,P.S. 107,94%,89%,93%,97%,93%,94%,93%,93%,92%,95%,93%,91%,95%,95%,96%,97%,93%,95%,92%
6.0,2017,11X108,P.S. 108 Philip J. Abinanti,64%,97%,96%,100%,97%,98%,95%,93%,94%,99%,93%,97%,94%,94%,98%,97%,95%,96%,87%
7.0,2017,09X109,P.S. 109 Sedgwick,50%,93%,94%,96%,95%,96%,94%,93%,93%,94%,92%,93%,92%,94%,94%,93%,94%,97%,91%
6.5,2017,09X110,P.S. 110 Theodore Schoenfeld,20%,89%,94%,94%,82%,90%,91%,84%,84%,91%,89%,89%,90%,94%,90%,85%,88%,89%,90%
8.0,2017,11X111,P.S. 111 Seton Falls,18%,86%,93%,97%,89%,96%,94%,92%,89%,93%,88%,91%,93%,89%,92%,95%,92%,98%,95%
8.0,2017,11X112,P.S. 112 Bronxwood,25%,92%,94%,95%,93%,93%,93%,93%,92%,96%,93%,96%,94%,94%,94%,96%,93%,96%,84%
8.0,2017,09X114,P.S. X114 - Luis Llorens Torres Schools,44%,90%,94%,98%,95%,97%,96%,94%,94%,97%,93%,94%,95%,95%,98%,95%,95%,99%,87%
7.0,2017,09X117,I.S. 117 Joseph H. Wade,78%,97%,96%,97%,97%,98%,97%,98%,98%,96%,99%,97%,98%,98%,96%,98%,98%,98%,92%
6.857142857142857,2017,10X118,J.H.S. 118 William W. Niles,34%,82%,84%,94%,91%,96%,94%,92%,92%,93%,93%,92%,94%,92%,91%,94%,94%,94%,82%
7.736842105263157,2017,08X119,The Dr. Emmett W. Bassett School,61%,91%,91%,97%,91%,95%,95%,93%,92%,96%,94%,94%,95%,96%,97%,94%,93%,96%,88%
6.363636363636363,2017,11X121,P.S. 121 Throop,53%,92%,94%,99%,93%,98%,94%,92%,91%,96%,92%,94%,93%,95%,97%,97%,95%,96%,92%
7.857142857142857,2017,08X123,J.H.S. 123 James M. Kieran,53%,92%,90%,97%,97%,97%,97%,95%,94%,94%,94%,94%,93%,94%,94%,97%,97%,97%,86%
7.736842105263157,2017,08X125,J.H.S. 125 Henry Hudson,28%,91%,93%,98%,91%,93%,95%,93%,91%,91%,96%,95%,93%,94%,91%,95%,97%,99%,86%
8.2,2017,09X126,P.S. 126 Dr Marjorie H Dunbar,51%,85%,88%,94%,86%,94%,90%,92%,88%,90%,87%,87%,89%,90%,90%,92%,92%,93%,90%
8.166666666666666,2017,11X127,J.H.S. 127 The Castle Hill,53%,81%,86%,96%,89%,94%,95%,92%,94%,93%,90%,90%,92%,91%,94%,96%,93%,93%,78%
7.857142857142857,2017,08X130,P.S. 130 Abram Stevens Hewitt,97%,95%,96%,98%,96%,98%,97%,96%,96%,97%,94%,96%,94%,94%,96%,98%,96%,97%,89%
7.538461538461538,2017,08X131,J.H.S. 131 Albert Einstein,42%,87%,87%,96%,90%,94%,93%,93%,91%,91%,90%,89%,91%,91%,93%,91%,92%,94%,82%
8.0,2017,09X132,P.S. 132 Garret A. Morgan,52%,90%,93%,96%,92%,94%,91%,89%,90%,92%,90%,94%,92%,92%,88%,94%,91%,96%,90%
6.777777777777778,2017,84X133,Icahn Charter School 6,100%,98%,97%,99%,98%,99%,99%,99%,99%,98%,98%,98%,98%,95%,98%,100%,100%,99%,94%
6.25,2017,12X134,P.S. 134 George F. Bristow,55%,90%,93%,97%,92%,95%,95%,93%,95%,94%,93%,92%,95%,95%,93%,94%,93%,95%,87%
7.461538461538462,2017,08X138,P.S. 138 Samuel Randall,49%,90%,91%,98%,93%,97%,95%,95%,95%,93%,93%,92%,94%,95%,95%,94%,95%,96%,94%
8.0,2017,08X140,P.S. X140 The Eagle School,32%,88%,92%,98%,91%,97%,92%,94%,89%,94%,94%,94%,92%,92%,96%,91%,95%,97%,88%
7.625,2017,11X144,J.H.S. 144 Michelangelo,34%,93%,95%,98%,95%,99%,99%,98%,97%,99%,97%,98%,97%,96%,98%,99%,99%,99%,89%
8.0,2017,09X145,J.H.S. 145 Arturo Toscanini,29%,86%,89%,97%,89%,91%,94%,91%,90%,97%,90%,91%,90%,92%,92%,94%,94%,94%,84%
