DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,6%,67%,73%,90%,75%,91%,82%,70%,71%,81%,70%,76%,83%,83%,77%,79%,86%,87%,81%,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",28%,88%,85%,97%,91%,98%,96%,90%,94%,93%,89%,91%,94%,94%,94%,94%,92%,94%,86%,,,,,,,,,,,,
10X445,BRONX HIGH SCHOOL OF SCIENCE,44%,89%,87%,97%,94%,98%,96%,98%,98%,94%,95%,92%,96%,97%,97%,98%,98%,97%,84%,,,,,,,,,,,,
10X447,CRESTON ACADEMY,93%,94%,93%,97%,96%,96%,97%,95%,96%,96%,95%,94%,97%,96%,95%,98%,97%,96%,88%,,,,,,,,,,,,
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,33%,86%,88%,94%,92%,92%,94%,94%,94%,95%,96%,92%,93%,90%,91%,96%,91%,97%,88%,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,55%,96%,94%,98%,98%,97%,98%,97%,98%,97%,96%,97%,98%,98%,95%,97%,97%,97%,84%,,,,,,,,,,,,
10X503,WALTON YABC,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
10X504,KENNEDY YABC,11%,100%,100%,100%,100%,100%,100%,100%,92%,100%,92%,100%,100%,100%,100%,92%,92%,92%,42%,,,,,,,,,,,,
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,70%,94%,93%,96%,96%,95%,95%,95%,94%,95%,96%,96%,94%,95%,93%,96%,97%,98%,78%,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,37%,80%,77%,93%,80%,93%,89%,78%,75%,82%,80%,87%,82%,81%,82%,85%,89%,86%,70%,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,21%,93%,94%,99%,96%,99%,99%,95%,96%,99%,98%,97%,97%,94%,96%,100%,98%,99%,87%,,,,,,,,,,,,
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,35%,89%,91%,96%,90%,95%,94%,90%,88%,91%,92%,91%,93%,94%,89%,95%,94%,92%,75%,,,,,,,,,,,,
10X668,DEWITT CLINTON CAMPUS YABC,64%,96%,98%,98%,98%,98%,98%,98%,100%,98%,98%,100%,98%,98%,98%,100%,100%,100%,92%,,,,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,50%,92%,89%,97%,94%,99%,98%,97%,97%,93%,97%,92%,98%,96%,98%,97%,98%,94%,93%,,,,,,,,,,,,
11X016,P.S. 016 WAKEFIELD,40%,86%,90%,95%,87%,93%,96%,96%,94%,94%,94%,95%,95%,95%,94%,96%,91%,96%,91%,,,,,,,,,,,,
11X019,P.S. 019 JUDITH K. WEISS,40%,87%,93%,97%,92%,99%,95%,93%,95%,95%,89%,92%,96%,93%,98%,96%,94%,96%,92%,,,,,,,,,,,,
11X021,P.S. 021 PHILIP H. SHERIDAN,17%,76%,80%,95%,85%,94%,86%,85%,82%,84%,80%,84%,82%,84%,84%,89%,79%,94%,85%,,,,,,,,,,,,
11X041,P.S. 041 GUN HILL ROAD,100%,96%,98%,98%,96%,98%,98%,99%,98%,98%,98%,97%,98%,98%,98%,98%,98%,99%,95%,,,,,,,,,,,,
11X068,P.S. 068 BRONX,28%,92%,93%,93%,92%,94%,89%,90%,91%,95%,88%,94%,91%,92%,95%,93%,95%,95%,90%,,,,,,,,,,,,
11X076,P.S. 076 THE BENNINGTON SCHOOL,45%,88%,94%,97%,94%,97%,95%,95%,95%,95%,94%,94%,95%,95%,96%,97%,93%,96%,93%,,,,,,,,,,,,
11X078,P.S. 078 ANNE HUTCHINSON,99%,84%,85%,89%,85%,90%,87%,87%,86%,89%,85%,86%,86%,86%,87%,86%,88%,89%,86%,,,,,,,,,,,,
11X083,P.S. 083 DONALD HERTZ,39%,93%,94%,97%,94%,95%,95%,95%,94%,96%,94%,95%,95%,97%,96%,96%,96%,98%,88%,,,,,,,,,,,,
11X087,P.S. 087 BRONX,69%,91%,93%,98%,93%,98%,98%,96%,97%,95%,95%,95%,98%,97%,97%,96%,93%,96%,92%,,,,,,,,,,,,
11X089,P.S. 089 BRONX,38%,90%,94%,97%,93%,95%,97%,93%,94%,95%,93%,94%,95%,94%,94%,93%,95%,95%,85%,,,,,,,,,,,,
11X096,P.S. 096 RICHARD RODGERS,57%,94%,94%,98%,95%,96%,95%,95%,96%,95%,93%,94%,96%,95%,95%,95%,96%,96%,90%,,,,,,,,,,,,
11X097,P.S. 097 BRONX,43%,92%,90%,95%,94%,96%,92%,91%,91%,94%,88%,92%,94%,92%,94%,94%,96%,97%,95%,,,,,,,,,,,,
11X103,P.S. 103 HECTOR FONTANEZ,28%,92%,94%,96%,92%,99%,94%,93%,94%,94%,92%,93%,92%,94%,94%,95%,91%,96%,91%,,,,,,,,,,,,
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,56%,89%,93%,97%,93%,96%,94%,93%,92%,94%,91%,93%,92%,93%,97%,94%,94%,97%,86%,,,,,,,,,,,,
11X106,P.S. 106 PARKCHESTER,58%,93%,95%,98%,94%,96%,96%,96%,96%,95%,94%,93%,94%,94%,95%,97%,94%,96%,90%,,,,,,,,,,,,
11X108,P.S. 108 PHILIP J. ABINANTI,58%,96%,97%,99%,92%,95%,95%,95%,95%,98%,95%,94%,94%,94%,97%,96%,96%,96%,87%,,,,,,,,,,,,
11X111,P.S. 111 SETON FALLS,43%,90%,91%,95%,91%,98%,94%,92%,92%,92%,88%,89%,92%,90%,90%,90%,88%,93%,89%,,,,,,,,,,,,
11X112,P.S. 112 BRONXWOOD,15%,84%,88%,86%,86%,94%,94%,92%,94%,88%,89%,88%,88%,91%,88%,96%,85%,94%,90%,,,,,,,,,,,,
11X121,P.S. 121 THROOP,71%,86%,89%,96%,88%,97%,90%,87%,87%,95%,84%,91%,90%,90%,96%,95%,92%,95%,90%,,,,,,,,,,,,
11X127,J.H.S. 127 THE CASTLE HILL,51%,83%,86%,95%,89%,94%,95%,93%,94%,92%,89%,87%,93%,91%,94%,94%,95%,97%,78%,,,,,,,,,,,,
11X144,J.H.S. 144 MICHELANGELO,53%,94%,96%,99%,97%,99%,99%,98%,98%,98%,96%,97%,97%,97%,95%,96%,97%,98%,87%,,,,,,,,,,,,
11X153,P.S. 153 HELEN KELLER,72%,88%,90%,97%,92%,99%,96%,95%,96%,95%,94%,94%,96%,96%,97%,93%,92%,94%,91%,,,,,,,,,,,,
11X160,P.S. 160 WALT DISNEY,34%,86%,89%,92%,90%,97%,94%,92%,92%,92%,90%,91%,95%,95%,91%,90%,90%,94%,87%,,,,,,,,,,,,
11X169,BAYCHESTER ACADEMY,76%,92%,94%,97%,94%,96%,96%,95%,96%,97%,92%,94%,98%,98%,96%,96%,96%,97%,92%,,,,,,,,,,,,
11X175,P.S. 175 CITY ISLAND,45%,88%,91%,99%,89%,99%,88%,84%,88%,94%,79%,91%,89%,83%,98%,98%,95%,99%,93%,,,,,,,,,,,,
11X178,P.S. 178 - DR. SELMAN WAKSMAN,41%,86%,88%,96%,88%,97%,92%,89%,87%,91%,85%,92%,86%,88%,98%,93%,95%,96%,96%,,,,,,,,,,,,
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,42%,92%,92%,98%,98%,98%,99%,98%,99%,98%,99%,97%,99%,98%,98%,98%,97%,98%,97%,,,,,,,,,,,,
11X181,I.S. 181 PABLO CASALS,42%,90%,93%,97%,94%,98%,97%,96%,96%,96%,95%,94%,96%,96%,96%,97%,97%,96%,90%,,,,,,,,,,,,
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,59%,92%,94%,96%,94%,99%,99%,98%,99%,97%,98%,96%,98%,98%,97%,95%,96%,98%,95%,,,,,,,,,,,,
11X194,P.S./M.S. 194,59%,93%,97%,99%,95%,97%,97%,96%,96%,97%,95%,94%,94%,95%,97%,97%,96%,97%,87%,,,,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,23%,75%,79%,92%,78%,97%,94%,90%,88%,85%,86%,83%,90%,78%,92%,94%,92%,88%,72%,,,,,,,,,,,,
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,22%,93%,94%,100%,96%,99%,97%,94%,99%,97%,97%,95%,98%,98%,94%,97%,96%,99%,76%,,,,,,,,,,,,
11X265,BRONX LAB SCHOOL,30%,89%,91%,93%,92%,96%,91%,93%,90%,93%,93%,95%,93%,91%,90%,96%,93%,94%,83%,,,,,,,,,,,,
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,11%,86%,87%,95%,89%,95%,95%,92%,95%,92%,89%,89%,94%,92%,92%,92%,95%,97%,79%,,,,,,,,,,,,
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,20%,82%,84%,94%,88%,95%,93%,90%,87%,90%,90%,81%,91%,88%,91%,91%,92%,97%,83%,,,,,,,,,,,,
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,24%,80%,79%,91%,89%,92%,93%,89%,90%,91%,88%,87%,91%,92%,87%,91%,86%,92%,85%,,,,,,,,,,,,
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,16%,76%,78%,97%,88%,97%,96%,93%,92%,93%,93%,91%,95%,91%,94%,95%,96%,93%,77%,,,,,,,,,,,,
11X290,BRONX ACADEMY OF HEALTH CAREERS,10%,85%,94%,91%,86%,88%,89%,91%,91%,94%,88%,96%,93%,97%,90%,100%,94%,97%,81%,,,,,,,,,,,,
11X299,ASTOR COLLEGIATE ACADEMY,13%,79%,82%,93%,89%,95%,93%,82%,79%,83%,81%,82%,87%,90%,74%,87%,91%,93%,86%,,,,,,,,,,,,
11X326,BRONX GREEN MIDDLE SCHOOL,54%,92%,89%,97%,97%,97%,98%,98%,97%,97%,95%,96%,96%,96%,94%,97%,95%,97%,86%,,,,,,,,,,,,
11X355,BRONX ALLIANCE MIDDLE SCHOOL,37%,92%,88%,94%,90%,97%,96%,93%,95%,96%,86%,95%,97%,96%,94%,93%,94%,96%,80%,,,,,,,,,,,,
11X357,YOUNG VOICES ACADEMY OF THE BRONX,92%,95%,97%,98%,95%,98%,98%,99%,99%,96%,97%,95%,98%,96%,97%,98%,98%,99%,95%,,,,,,,,,,,,
11X370,LEADERS OF TOMORROW,46%,91%,93%,95%,96%,95%,98%,96%,95%,97%,95%,97%,96%,97%,93%,96%,93%,95%,92%,,,,,,,,,,,,
11X417,C COLUMBUS HS YABC,31%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,26%,90%,91%,94%,92%,95%,95%,94%,92%,96%,91%,95%,94%,93%,94%,93%,96%,97%,86%,,,,,,,,,,,,
11X455,HARRY S TRUMAN HIGH SCHOOL,15%,84%,86%,94%,90%,95%,93%,92%,92%,93%,90%,95%,94%,93%,94%,93%,95%,94%,84%,,,,,,,,,,,,
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),79%,83%,82%,94%,88%,94%,96%,92%,93%,92%,90%,93%,98%,98%,95%,94%,91%,92%,86%,,,,,,,,,,,,
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,72%,90%,92%,96%,92%,96%,95%,95%,94%,97%,93%,92%,95%,96%,95%,96%,96%,97%,86%,,,,,,,,,,,,
11X481,THE STEAM BRIDGE SCHOOL,82%,97%,97%,98%,97%,96%,97%,97%,100%,95%,95%,95%,95%,95%,97%,99%,97%,98%,94%,,,,,,,,,,,,
11X483,THE MATILDA AVENUE SCHOOL,91%,98%,98%,98%,98%,98%,98%,98%,98%,98%,99%,98%,98%,98%,98%,99%,99%,99%,92%,,,,,,,,,,,,
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,81%,94%,97%,98%,98%,98%,98%,98%,98%,96%,97%,96%,97%,97%,98%,97%,97%,98%,93%,,,,,,,,,,,,
11X508,BRONXDALE HIGH SCHOOL,37%,90%,94%,97%,95%,98%,97%,96%,97%,96%,95%,91%,96%,97%,94%,92%,95%,96%,84%,,,,,,,,,,,,
11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,77%,90%,90%,93%,92%,93%,92%,92%,91%,93%,92%,90%,93%,93%,90%,94%,93%,94%,89%,,,,,,,,,,,,
11X513,NEW WORLD HIGH SCHOOL,57%,88%,90%,97%,94%,95%,97%,96%,95%,96%,93%,95%,92%,93%,96%,99%,98%,98%,80%,,,,,,,,,,,,
11X514,THE BRONXWOOD PREPARATORY ACADEMY,11%,76%,74%,95%,76%,90%,87%,82%,85%,84%,82%,80%,86%,86%,87%,90%,87%,92%,77%,,,,,,,,,,,,
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,43%,95%,94%,96%,96%,98%,97%,96%,95%,97%,96%,98%,98%,98%,98%,95%,98%,96%,87%,,,,,,,,,,,,
11X532,BAYCHESTER MIDDLE SCHOOL,56%,91%,90%,94%,92%,92%,91%,93%,91%,93%,89%,92%,97%,95%,91%,94%,95%,95%,86%,,,,,,,,,,,,
11X542,PELHAM PREPARATORY ACADEMY,24%,91%,94%,99%,98%,97%,99%,98%,98%,99%,94%,96%,95%,93%,96%,95%,98%,96%,83%,,,,,,,,,,,,
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,17%,95%,95%,98%,95%,97%,97%,98%,95%,96%,95%,95%,98%,97%,96%,93%,97%,98%,76%,,,,,,,,,,,,
11X545,BRONX AEROSPACE HIGH SCHOOL,40%,87%,86%,94%,92%,92%,89%,83%,80%,92%,83%,90%,93%,94%,91%,94%,92%,93%,87%,,,,,,,,,,,,
11X556,BRONX PARK MIDDLE SCHOOL,43%,93%,95%,96%,95%,97%,97%,98%,97%,95%,96%,96%,95%,96%,94%,97%,97%,97%,84%,,,,,,,,,,,,
11X566,PELHAM GARDENS MIDDLE SCHOOL,85%,88%,89%,97%,91%,94%,95%,93%,95%,95%,92%,95%,94%,94%,93%,96%,95%,96%,83%,,,,,,,,,,,,
11X567,LINDEN TREE ELEMENTARY SCHOOL,55%,91%,93%,95%,95%,98%,96%,95%,96%,92%,92%,93%,95%,96%,95%,95%,96%,97%,89%,,,,,,,,,,,,
12X006,P.S. 006 WEST FARMS,49%,87%,90%,97%,91%,95%,96%,93%,95%,95%,93%,90%,97%,97%,93%,92%,90%,94%,92%,,,,,,,,,,,,
12X044,P.S. 044 DAVID C. FARRAGUT,36%,90%,92%,97%,92%,97%,92%,90%,90%,96%,90%,91%,87%,93%,85%,94%,91%,94%,92%,,,,,,,,,,,,
12X047,P.S. 047 JOHN RANDOLPH,100%,93%,95%,98%,95%,97%,97%,96%,96%,98%,95%,95%,96%,95%,96%,95%,96%,98%,88%,,,,,,,,,,,,
12X057,P.S. 057 CRESCENT,82%,93%,95%,98%,96%,97%,96%,94%,94%,96%,94%,94%,96%,95%,95%,96%,94%,97%,93%,,,,,,,,,,,,
12X061,P.S. 061 FRANCISCO OLLER,70%,94%,95%,97%,97%,95%,98%,97%,98%,98%,97%,97%,98%,96%,97%,98%,96%,97%,95%,,,,,,,,,,,,
12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,87%,95%,96%,98%,96%,97%,97%,96%,96%,97%,95%,96%,96%,96%,95%,97%,95%,98%,95%,,,,,,,,,,,,
12X067,P.S. 067 MOHEGAN SCHOOL,59%,91%,95%,98%,92%,98%,95%,91%,91%,96%,89%,91%,91%,93%,85%,97%,94%,94%,91%,,,,,,,,,,,,
12X092,P.S. 092 BRONX,19%,93%,90%,93%,93%,95%,93%,95%,95%,92%,95%,85%,91%,92%,95%,94%,93%,97%,91%,,,,,,,,,,,,
12X098,J.H.S. 098 HERMAN RIDDER,85%,99%,97%,98%,98%,99%,99%,98%,97%,99%,97%,99%,98%,97%,99%,98%,98%,97%,92%,,,,,,,,,,,,
12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,63%,96%,97%,99%,99%,99%,100%,99%,100%,99%,100%,98%,99%,99%,98%,99%,99%,99%,86%,,,,,,,,,,,,
12X134,P.S. 134 GEORGE F. BRISTOW,65%,92%,93%,98%,94%,97%,97%,96%,96%,95%,94%,94%,95%,96%,95%,94%,97%,96%,92%,,,,,,,,,,,,
12X150,P.S. 150 CHARLES JAMES FOX,67%,93%,96%,98%,94%,97%,97%,96%,96%,95%,95%,96%,95%,95%,95%,97%,94%,98%,90%,,,,,,,,,,,,
12X190,E.S.M.T- I.S. 190,92%,83%,87%,90%,90%,93%,91%,91%,88%,90%,92%,89%,93%,94%,93%,94%,91%,91%,83%,,,,,,,,,,,,
12X195,P.S. 195,64%,86%,91%,96%,89%,97%,93%,90%,90%,92%,90%,90%,92%,93%,91%,94%,90%,93%,87%,,,,,,,,,,,,
12X196,P.S. 196,70%,90%,94%,96%,92%,96%,95%,94%,94%,94%,93%,93%,94%,94%,95%,94%,95%,96%,90%,,,,,,,,,,,,
12X211,P.S. 211,76%,90%,91%,96%,92%,95%,91%,90%,89%,95%,89%,92%,92%,93%,91%,94%,95%,95%,91%,,,,,,,,,,,,
12X212,P.S. 212,60%,77%,84%,94%,85%,95%,91%,89%,89%,88%,83%,81%,86%,86%,87%,93%,88%,91%,87%,,,,,,,,,,,,
12X214,P.S. 214,54%,83%,89%,96%,88%,96%,95%,93%,93%,93%,92%,90%,94%,94%,92%,91%,93%,95%,90%,,,,,,,,,,,,
12X217,SCHOOL OF PERFORMING ARTS,81%,94%,92%,98%,94%,98%,95%,93%,92%,94%,92%,95%,95%,94%,91%,95%,92%,93%,89%,,,,,,,,,,,,
12X242,MOTT HALL V,57%,88%,91%,97%,95%,97%,98%,96%,97%,93%,94%,96%,96%,97%,96%,96%,98%,98%,84%,,,,,,,,,,,,
12X248,"METROPOLITAN HIGH SCHOOL, THE",11%,82%,85%,95%,85%,95%,93%,84%,79%,78%,84%,86%,83%,84%,76%,85%,87%,89%,74%,,,,,,,,,,,,
12X251,EXPLORATIONS ACADEMY H.S.,28%,94%,92%,100%,96%,98%,97%,96%,96%,99%,95%,97%,93%,95%,99%,99%,99%,97%,84%,,,,,,,,,,,,
12X267,BRONX LATIN,63%,91%,91%,96%,91%,97%,93%,92%,92%,91%,88%,94%,91%,89%,92%,96%,96%,96%,78%,,,,,,,,,,,,
12X271,EAST BRONX ACADEMY FOR THE FUTURE,10%,82%,78%,93%,86%,95%,88%,87%,83%,87%,78%,80%,89%,88%,80%,91%,89%,93%,80%,,,,,,,,,,,,
12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,50%,91%,94%,98%,98%,96%,96%,94%,94%,95%,96%,96%,96%,94%,92%,93%,95%,95%,89%,,,,,,,,,,,,
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,73%,96%,93%,98%,95%,96%,96%,92%,93%,96%,93%,95%,95%,97%,92%,97%,93%,96%,88%,,,,,,,,,,,,
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,57%,91%,92%,95%,92%,94%,94%,94%,94%,92%,94%,93%,95%,95%,93%,96%,95%,95%,91%,,,,,,,,,,,,
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,73%,93%,90%,92%,92%,93%,91%,88%,89%,92%,90%,92%,92%,92%,93%,97%,95%,96%,95%,,,,,,,,,,,,
12X316,KAPPA III,69%,89%,92%,93%,92%,97%,94%,91%,92%,91%,91%,90%,92%,94%,93%,96%,97%,94%,88%,,,,,,,,,,,,
12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",87%,94%,92%,93%,95%,95%,95%,91%,91%,95%,93%,93%,96%,96%,90%,95%,96%,96%,87%,,,,,,,,,,,,
12X321,CROTONA ACADEMY HIGH SCHOOL,23%,97%,97%,97%,97%,97%,97%,97%,97%,97%,96%,96%,93%,93%,93%,100%,100%,100%,97%,,,,,,,,,,,,
12X341,ACCION ACADEMY,29%,86%,86%,95%,92%,97%,83%,81%,82%,85%,78%,86%,78%,78%,83%,94%,88%,86%,89%,,,,,,,,,,,,
12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,4%,50%,53%,64%,47%,80%,67%,47%,53%,62%,40%,53%,50%,50%,38%,53%,46%,73%,87%,,,,,,,,,,,,
12X383,EMOLIOR ACADEMY,60%,89%,88%,97%,94%,96%,95%,96%,94%,92%,89%,92%,90%,90%,90%,95%,91%,91%,86%,,,,,,,,,,,,
12X384,ENTRADA ACADEMY,58%,95%,94%,98%,98%,99%,97%,94%,97%,97%,98%,97%,98%,97%,96%,97%,94%,95%,87%,,,,,,,,,,,,
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,91%,97%,94%,99%,98%,99%,100%,99%,99%,98%,98%,99%,98%,97%,99%,98%,97%,99%,89%,,,,,,,,,,,,
12X428,MONROE ACADEMY YABC,13%,87%,86%,100%,93%,100%,100%,100%,100%,83%,93%,87%,100%,93%,93%,93%,100%,100%,60%,,,,,,,,,,,,
12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,56%,98%,98%,99%,99%,100%,97%,100%,99%,99%,99%,98%,99%,99%,98%,98%,98%,99%,91%,,,,,,,,,,,,
12X458,SAMARA COMMUNITY SCHOOL,100%,98%,98%,100%,99%,100%,100%,98%,99%,99%,99%,99%,100%,99%,99%,99%,98%,97%,97%,,,,,,,,,,,,
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,75%,93%,94%,97%,95%,99%,99%,98%,99%,96%,95%,96%,98%,98%,94%,96%,96%,96%,91%,,,,,,,,,,,,
12X478,THE CINEMA SCHOOL,36%,86%,84%,98%,93%,94%,97%,92%,93%,98%,91%,94%,98%,97%,99%,96%,92%,91%,81%,,,,,,,,,,,,
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,28%,94%,89%,95%,90%,95%,93%,97%,98%,96%,92%,93%,98%,98%,93%,97%,97%,92%,82%,,,,,,,,,,,,
12X480,BRONX REGIONAL HIGH SCHOOL,7%,91%,100%,100%,100%,100%,100%,91%,91%,100%,100%,100%,100%,100%,92%,92%,100%,100%,91%,,,,,,,,,,,,
12X511,BRONX ENVISION ACADEMY,25%,87%,86%,94%,89%,93%,94%,92%,90%,88%,90%,88%,91%,87%,86%,92%,91%,93%,80%,,,,,,,,,,,,
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,12%,96%,96%,100%,98%,100%,96%,98%,98%,98%,98%,98%,95%,98%,95%,93%,93%,98%,88%,,,,,,,,,,,,
12X531,ARCHER ELEMENTARY SCHOOL,66%,95%,98%,98%,96%,98%,99%,97%,97%,96%,96%,94%,97%,97%,97%,98%,97%,98%,91%,,,,,,,,,,,,
12X536,P.S. 536,90%,93%,93%,97%,96%,96%,94%,92%,92%,97%,92%,97%,96%,97%,96%,98%,96%,97%,95%,,,,,,,,,,,,
12X550,HIGH SCHOOL OF WORLD CULTURES,87%,93%,95%,97%,96%,97%,97%,96%,96%,97%,96%,98%,97%,97%,98%,99%,98%,98%,90%,,,,,,,,,,,,
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,57%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
12X684,WINGS ACADEMY,24%,83%,85%,97%,87%,96%,92%,90%,91%,90%,88%,89%,89%,89%,90%,93%,89%,94%,77%,,,,,,,,,,,,
12X691,BRONX LITTLE SCHOOL,98%,94%,95%,95%,95%,97%,96%,95%,96%,97%,95%,96%,96%,98%,95%,99%,95%,98%,90%,,,,,,,,,,,,
13K003,P.S. 003 THE BEDFORD VILLAGE,52%,92%,92%,97%,95%,97%,97%,95%,97%,94%,97%,94%,99%,97%,98%,97%,95%,93%,89%,,,,,,,,,,,,
13K008,P.S. 008 ROBERT FULTON,49%,85%,88%,98%,91%,99%,91%,87%,88%,94%,86%,88%,92%,93%,94%,93%,89%,96%,93%,,,,,,,,,,,,
13K009,P.S. 009 TEUNIS G. BERGEN,66%,90%,90%,97%,95%,99%,97%,95%,97%,95%,96%,90%,98%,98%,98%,98%,94%,94%,94%,,,,,,,,,,,,
13K011,P.S. 011 PURVIS J. BEHAN,76%,96%,94%,97%,95%,98%,94%,93%,95%,96%,92%,92%,95%,97%,97%,97%,95%,94%,97%,,,,,,,,,,,,
13K020,P.S. 020 CLINTON HILL,50%,91%,93%,98%,95%,98%,95%,96%,96%,96%,95%,93%,96%,96%,96%,95%,94%,95%,97%,,,,,,,,,,,,
13K044,P.S. 044 MARCUS GARVEY,94%,91%,94%,94%,93%,96%,93%,91%,90%,96%,88%,93%,89%,93%,95%,92%,86%,93%,91%,,,,,,,,,,,,
13K046,P.S. 046 EDWARD C. BLUM,68%,87%,90%,97%,88%,97%,91%,90%,87%,94%,84%,92%,87%,90%,93%,90%,89%,92%,90%,,,,,,,,,,,,
13K054,P.S. 054 SAMUEL C. BARNES,63%,94%,95%,97%,95%,97%,95%,95%,94%,92%,96%,94%,96%,94%,93%,98%,96%,98%,96%,,,,,,,,,,,,
13K056,P.S. 056 LEWIS H. LATIMER,89%,94%,97%,97%,95%,97%,96%,96%,96%,96%,95%,93%,95%,95%,95%,96%,98%,98%,95%,,,,,,,,,,,,
13K067,P.S. 067 CHARLES A. DORSEY,62%,92%,92%,97%,94%,96%,96%,97%,96%,93%,95%,96%,97%,95%,91%,96%,97%,99%,91%,,,,,,,,,,,,
13K093,P.S. 093 WILLIAM H. PRESCOTT,58%,95%,94%,96%,93%,95%,94%,96%,94%,95%,94%,95%,93%,93%,95%,98%,94%,97%,91%,,,,,,,,,,,,
13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,15%,95%,100%,98%,98%,95%,98%,98%,95%,98%,95%,98%,97%,100%,95%,98%,95%,98%,88%,,,,,,,,,,,,
13K133,P.S. 133 WILLIAM A. BUTLER,67%,87%,89%,97%,88%,98%,90%,87%,89%,95%,83%,87%,92%,92%,95%,88%,91%,95%,92%,,,,,,,,,,,,
13K256,P.S. 256 BENJAMIN BANNEKER,39%,90%,91%,97%,90%,90%,93%,89%,87%,92%,85%,88%,86%,89%,92%,94%,94%,93%,89%,,,,,,,,,,,,
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,11%,94%,86%,97%,94%,88%,100%,100%,97%,94%,97%,93%,97%,97%,96%,94%,94%,93%,91%,,,,,,,,,,,,
13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,48%,91%,93%,93%,93%,96%,93%,93%,93%,92%,93%,89%,91%,93%,95%,93%,93%,96%,94%,,,,,,,,,,,,
13K270,P.S. 270 JOHANN DEKALB,65%,88%,91%,98%,93%,100%,98%,98%,98%,98%,98%,95%,100%,98%,95%,91%,91%,93%,89%,,,,,,,,,,,,
13K282,P.S. 282 PARK SLOPE,19%,85%,92%,97%,91%,97%,95%,92%,93%,93%,90%,91%,95%,92%,94%,92%,92%,94%,95%,,,,,,,,,,,,
13K287,P.S. 287 BAILEY K. ASHFORD,95%,88%,92%,97%,97%,95%,94%,93%,93%,95%,93%,94%,96%,97%,97%,96%,90%,93%,93%,,,,,,,,,,,,
