DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
11X041,P.S. 041 Gun Hill Road,94%,97%,97%,99%,98%,99%,99%,99%,99%,98%,99%,98%,99%,99%,98%,98%,98%,99%,97%,,,,,,,,,,,,
11X068,P.S. 068 Bronx,41%,89%,92%,96%,89%,97%,94%,95%,94%,95%,93%,91%,94%,95%,96%,90%,93%,96%,92%,,,,,,,,,,,,
11X076,P.S. 076 The Bennington School,38%,89%,93%,97%,93%,97%,94%,93%,94%,96%,93%,94%,97%,96%,95%,96%,92%,95%,88%,,,,,,,,,,,,
11X078,P.S. 078 Anne Hutchinson,56%,89%,91%,95%,90%,96%,95%,93%,93%,94%,91%,90%,93%,91%,90%,91%,91%,96%,90%,,,,,,,,,,,,
11X083,P.S. 083 Donald Hertz,41%,88%,90%,97%,90%,95%,95%,94%,94%,96%,91%,92%,95%,95%,96%,94%,94%,96%,86%,,,,,,,,,,,,
11X087,P.S. 087 Bronx,65%,91%,90%,97%,94%,98%,97%,97%,97%,96%,96%,95%,98%,97%,97%,95%,95%,97%,91%,,,,,,,,,,,,
11X089,P.S. 089 Bronx,37%,85%,93%,97%,91%,97%,95%,91%,92%,95%,88%,92%,93%,94%,95%,93%,95%,97%,82%,,,,,,,,,,,,
11X096,P.S. 096 Richard Rodgers,55%,92%,95%,98%,96%,98%,97%,96%,96%,95%,95%,95%,95%,95%,96%,96%,97%,97%,92%,,,,,,,,,,,,
11X097,P.S. 097 Bronx,55%,91%,93%,96%,93%,95%,91%,90%,90%,96%,88%,93%,92%,93%,97%,92%,93%,95%,89%,,,,,,,,,,,,
11X103,P.S. 103 Hector Fontanez,37%,89%,92%,96%,92%,95%,95%,93%,94%,95%,92%,92%,94%,95%,95%,94%,92%,93%,89%,,,,,,,,,,,,
11X105,P.S. 105 Sen Abraham Bernstein,41%,86%,91%,96%,92%,94%,91%,90%,90%,93%,88%,89%,90%,90%,95%,93%,89%,93%,85%,,,,,,,,,,,,
11X106,P.S. 106 Parkchester,68%,92%,93%,97%,94%,96%,97%,95%,96%,96%,93%,92%,94%,95%,97%,96%,93%,95%,86%,,,,,,,,,,,,
11X108,P.S. 108 Philip J. Abinanti,64%,97%,96%,100%,97%,98%,95%,93%,94%,99%,93%,97%,94%,94%,98%,97%,95%,96%,87%,,,,,,,,,,,,
11X111,P.S. 111 Seton Falls,18%,86%,93%,97%,89%,96%,94%,92%,89%,93%,88%,91%,93%,89%,92%,95%,92%,98%,95%,,,,,,,,,,,,
11X112,P.S. 112 Bronxwood,25%,92%,94%,95%,93%,93%,93%,93%,92%,96%,93%,96%,94%,94%,94%,96%,93%,96%,84%,,,,,,,,,,,,
11X121,P.S. 121 Throop,53%,92%,94%,99%,93%,98%,94%,92%,91%,96%,92%,94%,93%,95%,97%,97%,95%,96%,92%,,,,,,,,,,,,
11X127,J.H.S. 127 The Castle Hill,53%,81%,86%,96%,89%,94%,95%,92%,94%,93%,90%,90%,92%,91%,94%,96%,93%,93%,78%,,,,,,,,,,,,
11X144,J.H.S. 144 Michelangelo,34%,93%,95%,98%,95%,99%,99%,98%,97%,99%,97%,98%,97%,96%,98%,99%,99%,99%,89%,,,,,,,,,,,,
11X153,P.S. 153 Helen Keller,36%,86%,87%,97%,90%,93%,93%,91%,90%,93%,95%,91%,95%,96%,96%,91%,87%,92%,92%,,,,,,,,,,,,
11X160,P.S. 160 Walt Disney,51%,91%,92%,98%,93%,97%,92%,94%,92%,95%,91%,90%,93%,93%,93%,95%,89%,94%,84%,,,,,,,,,,,,
11X169,Baychester Academy,65%,93%,94%,95%,92%,94%,92%,91%,90%,95%,94%,91%,95%,94%,94%,95%,94%,94%,93%,,,,,,,,,,,,
11X175,P.S. 175 City Island,21%,84%,88%,96%,94%,96%,92%,90%,88%,98%,92%,96%,90%,94%,98%,96%,96%,96%,94%,,,,,,,,,,,,
11X178,P.S. 178 - Dr. Selman Waksman,51%,90%,91%,96%,88%,96%,93%,92%,91%,93%,91%,94%,89%,90%,96%,96%,94%,94%,93%,,,,,,,,,,,,
11X180,M.S. 180 Dr. Daniel Hale Williams,87%,97%,97%,99%,99%,99%,100%,99%,99%,99%,99%,99%,100%,100%,100%,99%,100%,99%,99%,,,,,,,,,,,,
11X181,I.S. 181 Pablo Casals,37%,88%,92%,97%,92%,97%,97%,97%,95%,95%,93%,93%,97%,96%,96%,96%,95%,96%,87%,,,,,,,,,,,,
11X189,Cornerstone Academy For Social Action,68%,90%,94%,96%,94%,98%,96%,97%,97%,97%,96%,94%,97%,96%,98%,94%,94%,96%,90%,,,,,,,,,,,,
11X194,P.S./M.S. 194,65%,90%,93%,97%,93%,95%,95%,94%,94%,94%,93%,92%,94%,93%,97%,96%,93%,95%,84%,,,,,,,,,,,,
11X249,Bronx Health Sciences High School,16%,91%,91%,98%,89%,98%,98%,98%,91%,95%,96%,95%,95%,90%,98%,89%,90%,93%,81%,,,,,,,,,,,,
11X253,Bronx High School For Writing And Communication Arts,27%,91%,92%,99%,99%,99%,97%,99%,95%,100%,96%,93%,100%,100%,99%,95%,97%,95%,85%,,,,,,,,,,,,
11X265,Bronx Lab School,12%,84%,84%,91%,91%,93%,93%,88%,86%,82%,81%,86%,90%,90%,88%,96%,93%,90%,82%,,,,,,,,,,,,
11X270,Academy For Scholarship And Entrepreneurship: A College Board School,17%,85%,90%,94%,93%,98%,96%,96%,90%,92%,98%,96%,88%,90%,91%,88%,90%,90%,83%,,,,,,,,,,,,
11X275,High School Of Computers And Technology,13%,83%,85%,100%,89%,94%,97%,100%,97%,95%,95%,97%,96%,95%,94%,95%,97%,97%,87%,,,,,,,,,,,,
11X287,North Bronx School Of Empowerment,29%,72%,79%,97%,87%,94%,97%,93%,93%,95%,91%,86%,93%,89%,92%,89%,88%,97%,85%,,,,,,,,,,,,
11X288,Collegiate Institute For Math And Science,15%,83%,86%,94%,88%,91%,95%,94%,92%,90%,94%,89%,92%,93%,85%,94%,94%,94%,77%,,,,,,,,,,,,
11X289,The Young Scholars Academy Of The Bronx,37%,82%,81%,95%,89%,94%,93%,90%,92%,89%,89%,89%,90%,94%,89%,94%,90%,90%,76%,,,,,,,,,,,,
11X290,Bronx Academy Of Health Careers,28%,96%,96%,100%,98%,97%,100%,97%,99%,98%,97%,99%,96%,95%,96%,97%,96%,97%,90%,,,,,,,,,,,,
11X299,Astor Collegiate Academy,16%,90%,89%,96%,93%,96%,97%,90%,92%,96%,90%,94%,95%,97%,94%,96%,90%,94%,89%,,,,,,,,,,,,
11X326,Bronx Green Middle School,58%,88%,85%,96%,91%,90%,94%,92%,91%,95%,92%,91%,92%,92%,93%,96%,96%,96%,81%,,,,,,,,,,,,
11X355,Bronx Alliance Middle School,30%,90%,92%,97%,91%,93%,93%,94%,94%,92%,94%,92%,94%,93%,92%,91%,84%,93%,91%,,,,,,,,,,,,
11X357,Young Voices Academy Of The Bronx,85%,95%,96%,97%,98%,97%,98%,98%,96%,97%,98%,98%,99%,99%,97%,98%,99%,99%,90%,,,,,,,,,,,,
11X370,Leaders Of Tomorrow,43%,92%,91%,97%,94%,96%,97%,95%,96%,96%,95%,96%,99%,97%,94%,95%,96%,96%,93%,,,,,,,,,,,,
11X417,C Columbus Hs Yabc,20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
11X418,Bronx High School For The Visual Arts,24%,94%,90%,98%,95%,95%,98%,98%,96%,94%,96%,91%,95%,95%,95%,98%,99%,99%,92%,,,,,,,,,,,,
11X455,Harry S Truman High School,14%,81%,81%,95%,86%,95%,92%,92%,91%,94%,89%,92%,92%,92%,92%,92%,92%,94%,82%,,,,,,,,,,,,
11X462,Cornerstone Academy For Social Action Middle School (Casa),37%,88%,88%,96%,91%,97%,97%,96%,96%,97%,96%,93%,93%,92%,93%,96%,93%,96%,96%,,,,,,,,,,,,
11X468,Pelham Academy Of Academics And Community Engagement,69%,92%,91%,97%,93%,96%,96%,97%,97%,96%,94%,96%,98%,97%,98%,98%,97%,97%,84%,,,,,,,,,,,,
11X481,The Steam Bridge School,94%,91%,94%,95%,94%,95%,93%,93%,94%,96%,92%,90%,92%,95%,96%,98%,95%,98%,97%,,,,,,,,,,,,
11X483,The Matilda Avenue School,83%,100%,100%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,,,,,,,,,,,,
11X498,P.S./M.S. 11X498 - Van Nest Academy,66%,90%,94%,97%,95%,96%,93%,94%,95%,94%,92%,94%,95%,94%,98%,95%,96%,97%,89%,,,,,,,,,,,,
11X508,Bronxdale High School,30%,91%,89%,97%,95%,97%,96%,97%,93%,97%,93%,94%,99%,96%,89%,97%,97%,99%,83%,,,,,,,,,,,,
11X509,High School Of Language And Innovation,71%,93%,94%,97%,96%,98%,99%,96%,95%,98%,95%,93%,96%,97%,93%,98%,97%,97%,88%,,,,,,,,,,,,
11X513,New World High School,67%,91%,87%,98%,93%,94%,97%,94%,95%,94%,93%,95%,95%,95%,98%,95%,96%,95%,76%,,,,,,,,,,,,
11X514,The Bronxwood Preparatory Academy,14%,85%,88%,91%,89%,94%,91%,90%,92%,91%,91%,86%,93%,91%,88%,94%,87%,94%,85%,,,,,,,,,,,,
11X529,One World Middle School At Edenwald,71%,93%,91%,98%,94%,97%,96%,96%,97%,96%,95%,97%,97%,97%,99%,97%,98%,96%,83%,,,,,,,,,,,,
11X532,Baychester Middle School,63%,90%,91%,96%,92%,97%,94%,94%,94%,94%,93%,94%,98%,97%,93%,94%,94%,97%,92%,,,,,,,,,,,,
11X542,Pelham Preparatory Academy,23%,87%,89%,95%,94%,97%,94%,94%,93%,95%,95%,95%,92%,88%,93%,92%,94%,96%,85%,,,,,,,,,,,,
11X544,High School For Contemporary Arts,16%,81%,89%,97%,94%,95%,94%,94%,89%,95%,93%,90%,95%,94%,93%,86%,92%,94%,79%,,,,,,,,,,,,
11X545,Bronx Aerospace High School,53%,91%,93%,97%,95%,94%,92%,88%,91%,94%,94%,88%,94%,96%,85%,96%,95%,96%,93%,,,,,,,,,,,,
11X556,Bronx Park Middle School,37%,92%,93%,98%,95%,98%,96%,95%,96%,92%,94%,90%,93%,93%,94%,98%,95%,98%,84%,,,,,,,,,,,,
11X566,Pelham Gardens Middle School,74%,91%,90%,97%,90%,96%,97%,95%,95%,96%,92%,96%,97%,96%,93%,96%,95%,96%,82%,,,,,,,,,,,,
11X567,Linden Tree Elementary School,63%,90%,88%,94%,91%,91%,91%,89%,93%,94%,91%,86%,94%,94%,92%,93%,90%,94%,87%,,,,,,,,,,,,
12X006,P.S. 006 West Farms,53%,91%,92%,97%,94%,98%,96%,95%,95%,96%,94%,90%,96%,97%,94%,93%,94%,96%,90%,,,,,,,,,,,,
12X044,P.S. 044 David C. Farragut,34%,71%,85%,91%,85%,94%,85%,81%,83%,87%,85%,90%,80%,85%,86%,88%,86%,91%,95%,,,,,,,,,,,,
12X047,P.S. 047 John Randolph,81%,91%,93%,97%,94%,96%,97%,96%,95%,95%,95%,95%,97%,96%,97%,96%,95%,97%,89%,,,,,,,,,,,,
12X057,P.S. 057 Crescent,61%,93%,95%,98%,95%,98%,96%,94%,93%,95%,92%,95%,95%,95%,92%,96%,94%,96%,91%,,,,,,,,,,,,
12X061,P.S. 061 Francisco Oller,46%,95%,97%,98%,95%,95%,95%,93%,91%,98%,90%,96%,95%,96%,98%,95%,95%,97%,87%,,,,,,,,,,,,
12X066,P.S. 066 School Of Higher Expectations,95%,88%,90%,92%,91%,92%,91%,90%,91%,92%,90%,91%,88%,87%,90%,91%,90%,93%,87%,,,,,,,,,,,,
12X067,P.S. 067 Mohegan School,50%,89%,92%,97%,92%,96%,93%,91%,92%,92%,89%,90%,90%,90%,92%,92%,91%,92%,91%,,,,,,,,,,,,
12X092,P.S. 092 Bronx,91%,94%,92%,95%,93%,95%,96%,95%,96%,93%,96%,93%,94%,95%,94%,96%,96%,96%,87%,,,,,,,,,,,,
12X098,J.H.S. 098 Herman Ridder,52%,97%,97%,100%,99%,98%,99%,99%,99%,99%,99%,94%,96%,96%,96%,97%,96%,100%,88%,,,,,,,,,,,,
12X129,M.S. 129 Academy For Independent Learning And Leadership,53%,95%,95%,98%,97%,98%,99%,99%,99%,99%,100%,98%,99%,99%,99%,98%,97%,98%,87%,,,,,,,,,,,,
12X134,P.S. 134 George F. Bristow,55%,90%,93%,97%,92%,95%,95%,93%,95%,94%,93%,92%,95%,95%,93%,94%,93%,95%,87%,,,,,,,,,,,,
12X150,P.S. 150 Charles James Fox,51%,90%,94%,97%,92%,97%,96%,95%,93%,97%,92%,96%,94%,96%,95%,94%,94%,96%,87%,,,,,,,,,,,,
12X190,E.S.M.T- I.S. 190,89%,90%,90%,97%,93%,96%,95%,93%,94%,96%,90%,94%,94%,94%,97%,95%,92%,94%,87%,,,,,,,,,,,,
12X195,P.S. 195,70%,87%,91%,96%,93%,95%,93%,91%,90%,93%,90%,90%,93%,93%,92%,93%,91%,94%,84%,,,,,,,,,,,,
12X196,P.S. 196,72%,88%,91%,95%,92%,95%,93%,93%,92%,93%,91%,93%,93%,93%,95%,95%,93%,94%,89%,,,,,,,,,,,,
12X211,P.S. 211,100%,97%,97%,99%,98%,99%,98%,97%,98%,98%,96%,99%,97%,98%,98%,98%,98%,98%,93%,,,,,,,,,,,,
12X212,P.S. 212,57%,79%,87%,96%,86%,93%,90%,90%,86%,89%,85%,90%,90%,89%,94%,87%,92%,95%,89%,,,,,,,,,,,,
12X214,P.S. 214,53%,89%,90%,96%,91%,95%,94%,95%,94%,94%,92%,93%,96%,95%,94%,93%,92%,94%,88%,,,,,,,,,,,,
12X217,School Of Performing Arts,72%,87%,87%,96%,93%,97%,95%,92%,93%,95%,93%,93%,93%,95%,91%,96%,93%,92%,83%,,,,,,,,,,,,
12X242,Mott Hall V,56%,87%,91%,97%,94%,98%,97%,97%,97%,94%,96%,94%,96%,95%,95%,96%,96%,97%,83%,,,,,,,,,,,,
12X248,"Metropolitan High School, The",15%,89%,88%,95%,91%,95%,91%,85%,80%,96%,85%,91%,90%,90%,92%,94%,86%,85%,81%,,,,,,,,,,,,
12X251,Explorations Academy,27%,90%,92%,96%,93%,96%,96%,95%,95%,94%,95%,96%,96%,95%,93%,95%,93%,97%,78%,,,,,,,,,,,,
12X267,Bronx Latin,49%,97%,100%,99%,99%,98%,97%,98%,99%,98%,96%,97%,97%,97%,98%,99%,99%,100%,89%,,,,,,,,,,,,
12X271,East Bronx Academy For The Future,23%,91%,91%,95%,93%,93%,93%,93%,91%,94%,93%,95%,96%,95%,94%,94%,91%,96%,91%,,,,,,,,,,,,
12X273,Frederick Douglass Academy V. Middle School,52%,80%,81%,90%,83%,91%,84%,79%,76%,82%,78%,83%,80%,83%,76%,87%,76%,77%,73%,,,,,,,,,,,,
12X286,Fannie Lou Hamer Middle School,78%,92%,91%,94%,94%,95%,93%,93%,89%,95%,89%,92%,92%,92%,91%,93%,93%,95%,87%,,,,,,,,,,,,
12X300,The School Of Science And Applied Learning,89%,97%,96%,98%,96%,98%,98%,97%,98%,95%,96%,95%,97%,98%,96%,97%,97%,97%,90%,,,,,,,,,,,,
12X314,Fairmont Neighborhood School,100%,92%,92%,95%,93%,95%,92%,90%,89%,96%,90%,96%,94%,95%,94%,94%,91%,96%,87%,,,,,,,,,,,,
12X316,Kappa Iii,68%,90%,90%,97%,96%,97%,95%,93%,94%,95%,92%,93%,95%,96%,95%,97%,96%,97%,84%,,,,,,,,,,,,
12X318,"I.S. X318 Math, Science & Technology Through Arts",91%,93%,92%,97%,96%,95%,94%,93%,94%,94%,92%,95%,97%,95%,94%,97%,95%,96%,90%,,,,,,,,,,,,
12X321,Crotona Academy High School,8%,80%,80%,100%,90%,100%,90%,70%,70%,89%,60%,78%,78%,67%,100%,80%,80%,90%,90%,,,,,,,,,,,,
12X341,Accion Academy,98%,90%,91%,97%,90%,97%,97%,97%,95%,98%,97%,97%,96%,93%,95%,97%,95%,97%,79%,,,,,,,,,,,,
12X372,Urban Assembly School For Wildlife Conservation,19%,81%,81%,90%,80%,85%,82%,80%,75%,90%,76%,82%,84%,78%,76%,86%,83%,91%,75%,,,,,,,,,,,,
12X383,Emolior Academy,79%,84%,81%,93%,88%,91%,94%,93%,91%,93%,89%,91%,96%,92%,94%,95%,93%,93%,80%,,,,,,,,,,,,
12X384,Entrada Academy,54%,91%,91%,98%,93%,96%,97%,95%,93%,95%,93%,94%,95%,97%,92%,96%,94%,95%,92%,,,,,,,,,,,,
12X388,Pan American International High School At Monroe,95%,98%,97%,98%,98%,99%,98%,99%,99%,99%,98%,99%,99%,99%,98%,98%,99%,99%,94%,,,,,,,,,,,,
12X428,Learning To Work Yabc At Monroe Academy,60%,95%,89%,93%,97%,97%,97%,94%,91%,92%,89%,93%,98%,96%,97%,96%,96%,99%,73%,,,,,,,,,,,,
12X446,Arturo A. Schomburg Satellite Academy Bronx,92%,100%,100%,100%,100%,97%,95%,96%,96%,100%,100%,100%,99%,99%,100%,99%,99%,99%,99%,,,,,,,,,,,,
12X458,Samara Community School,98%,98%,96%,99%,99%,99%,98%,98%,98%,98%,98%,97%,97%,97%,97%,99%,98%,99%,94%,,,,,,,,,,,,
12X463,Urban Scholars Community School,75%,96%,98%,99%,97%,99%,98%,98%,99%,97%,99%,97%,97%,98%,96%,98%,99%,99%,93%,,,,,,,,,,,,
12X478,The Cinema School,34%,89%,89%,98%,95%,97%,97%,95%,97%,99%,97%,95%,97%,98%,95%,98%,88%,94%,82%,,,,,,,,,,,,
12X479,Bronx Career And College Preparatory High School,12%,94%,94%,94%,84%,94%,97%,90%,93%,93%,93%,93%,96%,96%,93%,96%,96%,96%,85%,,,,,,,,,,,,
12X480,Bronx Regional High School,6%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,82%,,,,,,,,,,,,
12X511,Bronx Envision Academy,34%,87%,84%,94%,94%,97%,95%,96%,96%,95%,93%,94%,94%,95%,93%,97%,92%,95%,77%,,,,,,,,,,,,
12X521,The Metropolitan Soundview High School,13%,90%,92%,96%,90%,90%,86%,90%,88%,93%,83%,84%,91%,91%,89%,96%,100%,100%,84%,,,,,,,,,,,,
12X531,Archer Elementary School,54%,94%,97%,98%,96%,98%,98%,96%,97%,97%,95%,93%,98%,97%,95%,97%,96%,98%,91%,,,,,,,,,,,,
12X536,P.S. 536,89%,94%,95%,97%,95%,97%,97%,97%,96%,95%,96%,95%,96%,97%,95%,96%,95%,96%,94%,,,,,,,,,,,,
12X550,High School Of World Cultures,74%,86%,89%,94%,92%,94%,94%,93%,93%,93%,91%,93%,95%,94%,94%,96%,94%,96%,89%,,,,,,,,,,,,
12X682,Fannie Lou Hamer Freedom High School,80%,99%,99%,99%,99%,100%,99%,99%,99%,99%,100%,99%,99%,99%,99%,99%,99%,99%,94%,,,,,,,,,,,,
12X684,Wings Academy,24%,74%,75%,93%,78%,89%,90%,82%,84%,84%,81%,85%,84%,83%,86%,93%,87%,90%,76%,,,,,,,,,,,,
12X691,Bronx Little School,96%,94%,96%,98%,97%,97%,98%,98%,98%,97%,97%,95%,99%,98%,97%,99%,96%,97%,90%,,,,,,,,,,,,
12X692,Monroe Academy For Visual Arts & Design,11%,88%,84%,94%,84%,87%,91%,84%,84%,93%,90%,100%,89%,90%,87%,100%,87%,94%,75%,,,,,,,,,,,,
13K003,P.S. 003 The Bedford Village,40%,92%,96%,99%,98%,97%,98%,99%,98%,96%,97%,96%,98%,98%,98%,98%,96%,98%,89%,,,,,,,,,,,,
13K008,P.S. 008 Robert Fulton,46%,86%,88%,96%,91%,93%,90%,90%,89%,93%,95%,90%,94%,94%,97%,92%,92%,94%,95%,,,,,,,,,,,,
13K009,P.S. 009 Teunis G. Bergen,54%,90%,91%,97%,94%,97%,96%,96%,94%,96%,97%,92%,97%,98%,97%,97%,94%,94%,95%,,,,,,,,,,,,
13K011,P.S. 011 Purvis J. Behan,74%,92%,92%,96%,93%,97%,95%,94%,94%,95%,95%,91%,96%,96%,97%,95%,94%,93%,94%,,,,,,,,,,,,
13K020,P.S. 020 Clinton Hill,50%,88%,93%,97%,94%,97%,96%,95%,94%,96%,95%,95%,98%,97%,97%,95%,95%,96%,97%,,,,,,,,,,,,
13K044,P.S. 044 Marcus Garvey,34%,89%,96%,96%,90%,92%,85%,79%,81%,94%,75%,90%,78%,86%,92%,92%,86%,88%,88%,,,,,,,,,,,,
13K046,P.S. 046 Edward C. Blum,74%,88%,93%,95%,89%,94%,91%,86%,87%,95%,85%,93%,89%,92%,94%,92%,96%,97%,89%,,,,,,,,,,,,
13K054,P.S. 054 Samuel C. Barnes,65%,95%,94%,98%,96%,97%,97%,97%,97%,97%,97%,97%,98%,98%,96%,97%,94%,96%,90%,,,,,,,,,,,,
13K056,P.S. 056 Lewis H. Latimer,94%,92%,92%,98%,96%,100%,97%,99%,97%,97%,99%,98%,96%,97%,98%,99%,98%,96%,94%,,,,,,,,,,,,
13K067,P.S. 067 Charles A. Dorsey,86%,86%,87%,94%,89%,94%,92%,92%,89%,93%,91%,93%,95%,96%,91%,95%,90%,94%,93%,,,,,,,,,,,,
13K093,P.S. 093 William H. Prescott,78%,96%,96%,96%,95%,96%,94%,95%,95%,95%,95%,96%,97%,95%,96%,99%,94%,94%,93%,,,,,,,,,,,,
13K113,M.S. 113 Ronald Edmonds Learning Center,4%,92%,92%,100%,92%,100%,92%,92%,92%,100%,92%,100%,100%,100%,100%,100%,92%,100%,92%,,,,,,,,,,,,
13K133,P.S. 133 William A. Butler,62%,88%,89%,96%,89%,96%,91%,92%,92%,94%,92%,87%,94%,94%,95%,92%,92%,94%,93%,,,,,,,,,,,,
13K256,P.S. 256 Benjamin Banneker,40%,87%,91%,92%,90%,95%,89%,88%,90%,89%,88%,90%,92%,93%,91%,96%,92%,95%,92%,,,,,,,,,,,,
13K265,Dr. Susan S. Mckinney Secondary School Of The Arts,44%,87%,88%,97%,93%,97%,96%,97%,97%,92%,92%,92%,96%,93%,89%,94%,96%,96%,90%,,,,,,,,,,,,
13K266,M.S. K266 - Park Place Community Middle School,44%,90%,89%,90%,90%,94%,94%,92%,92%,88%,91%,89%,93%,94%,92%,93%,95%,95%,95%,,,,,,,,,,,,
13K270,P.S. 270 Johann Dekalb,27%,96%,100%,100%,96%,96%,92%,92%,92%,96%,92%,92%,86%,91%,95%,100%,96%,96%,92%,,,,,,,,,,,,
13K282,P.S. 282 Park Slope,19%,86%,90%,93%,90%,95%,94%,94%,93%,95%,96%,94%,97%,95%,96%,91%,92%,93%,95%,,,,,,,,,,,,
13K287,P.S. 287 Bailey K. Ashford,98%,88%,89%,97%,87%,93%,93%,92%,93%,93%,88%,93%,94%,91%,98%,93%,92%,94%,89%,,,,,,,,,,,,
13K301,Satellite East Middle School,68%,96%,94%,100%,97%,97%,97%,97%,97%,98%,99%,97%,97%,98%,97%,97%,98%,100%,95%,,,,,,,,,,,,
13K305,P.S. 305 Dr. Peter Ray,76%,97%,97%,97%,98%,99%,98%,98%,99%,97%,99%,99%,99%,99%,97%,98%,99%,98%,85%,,,,,,,,,,,,
13K307,P.S. 307 Daniel Hale Williams,39%,96%,96%,98%,97%,97%,92%,90%,90%,96%,91%,97%,94%,96%,97%,98%,99%,98%,90%,,,,,,,,,,,,
13K313,Dock Street School,78%,93%,90%,98%,95%,99%,96%,96%,96%,96%,96%,94%,94%,97%,97%,97%,90%,92%,92%,,,,,,,,,,,,
13K350,Urban Assembly School For Music And Art,30%,84%,82%,92%,90%,91%,92%,92%,89%,92%,92%,87%,89%,92%,93%,93%,96%,99%,81%,,,,,,,,,,,,
13K351,The Urban Assembly Unison School,32%,93%,95%,98%,93%,93%,98%,98%,98%,100%,95%,95%,97%,100%,98%,98%,95%,95%,92%,,,,,,,,,,,,
13K412,"Brooklyn Community High School Of Communication, Arts And Media",15%,96%,95%,95%,95%,96%,96%,95%,95%,94%,95%,93%,94%,94%,96%,96%,96%,96%,96%,,,,,,,,,,,,
13K419,"Science Skills Center High School For Science, Technology And The Creative Arts",21%,90%,92%,98%,96%,98%,98%,96%,98%,96%,96%,93%,97%,96%,96%,94%,97%,98%,91%,,,,,,,,,,,,
13K430,Brooklyn Technical High School,23%,80%,80%,97%,88%,95%,95%,95%,92%,93%,95%,88%,95%,94%,97%,94%,95%,94%,76%,,,,,,,,,,,,
13K439,Brooklyn International High School,84%,91%,91%,97%,95%,95%,97%,97%,96%,94%,96%,93%,96%,96%,94%,98%,95%,97%,84%,,,,,,,,,,,,
13K483,The Urban Assembly School For Law And Justice,66%,96%,93%,96%,97%,97%,98%,95%,96%,98%,95%,97%,97%,97%,97%,96%,97%,97%,86%,,,,,,,,,,,,
13K492,Academy Of Arts And Letters,78%,92%,93%,97%,95%,96%,95%,93%,94%,96%,95%,94%,96%,97%,96%,96%,97%,98%,98%,,,,,,,,,,,,
13K499,Acorn Community High School,4%,78%,88%,100%,78%,88%,88%,88%,75%,100%,88%,75%,89%,78%,75%,89%,63%,88%,63%,,,,,,,,,,,,
13K527,Urban Assembly Institute Of Math And Science For Young Women,47%,84%,86%,94%,92%,95%,93%,90%,91%,93%,90%,94%,94%,96%,94%,95%,93%,91%,88%,,,,,,,,,,,,
13K553,Brooklyn Academy High School,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
13K575,Bedford Stuyvesant Preparatory High School,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
13K595,Bedford Academy High School,65%,95%,94%,96%,95%,96%,98%,97%,97%,97%,99%,97%,98%,99%,97%,97%,98%,98%,90%,,,,,,,,,,,,
13K605,George Westinghouse Career And Technical Education High School,43%,86%,87%,98%,90%,94%,95%,96%,94%,95%,92%,93%,94%,96%,97%,95%,94%,96%,84%,,,,,,,,,,,,
13K616,Brooklyn High School For Leadership And Community Service,15%,88%,96%,100%,100%,96%,88%,88%,96%,88%,91%,92%,100%,100%,96%,92%,88%,92%,84%,,,,,,,,,,,,
13K657,Downtown Brooklyn Yabc,6%,90%,90%,90%,90%,90%,100%,90%,90%,89%,90%,88%,88%,89%,90%,88%,89%,90%,50%,,,,,,,,,,,,
13K670,Benjamin Banneker Academy,8%,81%,85%,94%,86%,97%,94%,89%,89%,97%,88%,89%,93%,92%,96%,89%,95%,97%,87%,,,,,,,,,,,,
13K674,"City Polytechnic High School Of Engineering, Architecture, And Technology",27%,81%,81%,98%,86%,94%,94%,93%,93%,93%,94%,90%,94%,91%,94%,93%,92%,92%,88%,,,,,,,,,,,,
13K691,Fort Greene Preparatory Academy,41%,95%,94%,99%,93%,96%,99%,95%,97%,96%,93%,99%,96%,97%,99%,96%,100%,99%,93%,,,,,,,,,,,,
14K016,P.S. 016 Leonard Dunkly,100%,95%,97%,99%,94%,97%,92%,92%,93%,97%,90%,93%,96%,96%,97%,97%,95%,97%,92%,,,,,,,,,,,,
14K017,P.S. 017 Henry D. Woodworth,61%,90%,90%,95%,94%,95%,96%,93%,91%,93%,94%,94%,91%,91%,97%,97%,97%,97%,95%,,,,,,,,,,,,
14K018,P.S. 018 Edward Bush,94%,90%,89%,95%,96%,97%,96%,96%,95%,94%,95%,93%,97%,96%,93%,95%,91%,92%,88%,,,,,,,,,,,,
14K023,P.S. 023 Carter G. Woodson,92%,95%,98%,98%,98%,99%,98%,98%,99%,97%,97%,97%,98%,98%,98%,99%,99%,99%,93%,,,,,,,,,,,,
