year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
2017,XAPZ,Saint Anthony I,49%,96%,91%,96%,96%,92%,96%,92%,96%,96%,96%,92%,96%,92%,96%,96%,96%,95%,95%
2017,XAQA,Tremont Crotona,27%,100%,100%,100%,100%,100%,100%,100%,83%,100%,83%,,100%,100%,100%,100%,100%,100%,80%
2017,XAQK,Saints Philip & James School,27%,90%,90%,100%,90%,100%,90%,100%,100%,89%,100%,90%,89%,100%,100%,90%,90%,89%,90%
2017,XAQL,Corry Academy,17%,88%,75%,100%,88%,100%,88%,100%,88%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XAQS,Happy Days At Riverdale,71%,92%,92%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XAQY,Susan Wagner Victory,76%,94%,94%,100%,100%,94%,100%,100%,100%,93%,100%,93%,100%,100%,93%,100%,100%,100%,100%
2017,XAQZ,Mid Bronx Ccrp Ecc 1,62%,92%,94%,94%,95%,97%,95%,92%,90%,95%,92%,93%,93%,87%,95%,90%,95%,96%,93%
2017,XARA,"H.C.C. Children'S Center, Inc.",59%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XARC,Fulton (Center #4),93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%
2017,XARD,Bronx Early Learning Center,63%,,,100%,100%,100%,100%,,,,,100%,100%,100%,100%,100%,100%,100%,100%
2017,XARG,Monsignor Boyle,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%
2017,XARI,Lehman College Childcare Center,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,94%,100%,100%,100%,100%,100%,100%,100%,94%
2017,XARJ,Santa Maria School,21%,94%,94%,100%,97%,100%,100%,100%,97%,100%,97%,97%,100%,100%,100%,97%,100%,100%,97%
2017,XARK,Sacred Heart Head Start,50%,95%,91%,100%,100%,100%,96%,100%,96%,100%,96%,100%,95%,100%,100%,96%,100%,96%,91%
2017,XARN,Trabajamos Community Head Start,20%,100%,,,,,,,,,,,,,,,,,
2017,XARP,Just 4 Kids Monsignor Scanlan,71%,82%,83%,100%,92%,100%,100%,92%,92%,91%,100%,91%,92%,73%,100%,100%,92%,100%,83%
2017,XARQ,Learning Ladder Day Care Center,43%,90%,95%,90%,89%,90%,90%,90%,90%,100%,95%,95%,100%,95%,100%,100%,95%,100%,95%
2017,XARR,"Kiderific Nursery School, Inc.",67%,81%,88%,94%,94%,94%,100%,94%,94%,81%,94%,88%,94%,94%,94%,100%,100%,100%,100%
2017,XARS,3467 Ready Set Learn,87%,98%,94%,98%,100%,100%,98%,98%,100%,100%,100%,98%,98%,100%,98%,98%,96%,98%,96%
2017,XARV,Bronx Day Care Center Inc.,31%,80%,80%,80%,80%,100%,100%,100%,100%,,,80%,,,100%,,80%,80%,100%
2017,XARW,C.S. 61 Early Childhood,56%,100%,88%,100%,78%,100%,88%,78%,89%,100%,78%,100%,89%,78%,100%,89%,100%,100%,89%
2017,XASA,Saint Dominic?S Torch,55%,97%,93%,97%,97%,97%,97%,97%,97%,96%,97%,100%,92%,96%,93%,97%,89%,93%,97%
2017,XASB,New Covenant Christian School,61%,91%,91%,91%,91%,100%,91%,90%,91%,100%,91%,89%,100%,89%,90%,90%,90%,91%,80%
2017,XASH,Tolentine Zeiser Community Life Center,24%,83%,88%,96%,88%,96%,100%,100%,96%,92%,92%,96%,92%,92%,92%,96%,92%,92%,92%
2017,XASN,Lion Of Judah Christian Academy (Lojca),92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XASO,Mind-Builders Creative Arts Center,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XASV,"Bright Star Day Care At Rochambeau, Inc.",80%,87%,95%,95%,97%,97%,95%,95%,97%,100%,95%,97%,91%,94%,97%,95%,92%,94%,92%
2017,XASX,St. Barnabas School,30%,81%,80%,100%,100%,96%,88%,85%,92%,100%,92%,87%,100%,96%,96%,96%,72%,84%,74%
2017,XATD,Bronx Community College Early Childhood Center,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XATE,Susan Wagner Day School,69%,97%,96%,99%,98%,98%,96%,98%,97%,98%,94%,95%,97%,96%,98%,98%,100%,99%,92%
2017,XATI,Sunshine Day Care,96%,98%,95%,98%,98%,100%,98%,98%,100%,98%,98%,98%,98%,95%,100%,97%,98%,98%,89%
2017,XATN,Miss Francine Day School Ii,64%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XATO,Saint Anselm School,43%,94%,97%,97%,100%,100%,97%,100%,97%,93%,97%,100%,97%,86%,97%,97%,100%,97%,94%
2017,XATX,Cheer And Grow Learning Academy Corp.,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,100%,100%,100%,100%,100%,100%,100%
2017,XAUP,St. Martin Of Tours Head Start,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%
2017,XAUZ,Bronxworks,100%,96%,85%,100%,96%,100%,96%,92%,96%,96%,100%,96%,96%,96%,100%,100%,96%,96%,96%
2017,XAVS,Bedrock Preschool,42%,90%,100%,100%,100%,100%,100%,100%,100%,95%,100%,100%,95%,95%,100%,95%,100%,100%,100%
2017,XAVW,"Unity Neighborhood Center, Inc.",25%,100%,100%,100%,100%,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%
2017,XAVX,Sunshine Daycare Of Westchester Village,47%,88%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,100%,88%,100%,88%
2017,XAWG,"All Seasons Day Care, Llc",67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,XAWK,Monsignor Boyle Head Start,70%,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,94%,100%,100%,94%,100%,100%,100%,100%
2017,XAWP,St. Lucy Early Childhood Academy,20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%
2017,XAWX,Fabiana Day Cay Academy Universal Pre-K,36%,100%,100%,100%,88%,100%,88%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,86%
2017,XAXA,Reach One To Teach One,100%,100%,100%,100%,100%,95%,95%,95%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
2017,XAYB,Lil Inventors - University Avenue,48%,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,95%,96%,95%,96%,100%,100%,100%,96%
2017,XAYC,"All Seasons A&C Day Care, Llc",89%,93%,94%,94%,94%,81%,93%,94%,94%,93%,94%,93%,93%,94%,94%,100%,93%,100%,93%
2017,XAYD,Laconia Day Care Center And Infant Care,22%,100%,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,80%,,,,,
2017,XAYE,Little Scholars Early Development Center,16%,100%,80%,100%,90%,100%,100%,100%,100%,75%,90%,90%,80%,75%,90%,100%,88%,89%,100%
2017,XAYK,Phipps Houses Lebanon West Farms,39%,81%,88%,94%,87%,93%,93%,87%,87%,100%,93%,100%,85%,86%,100%,87%,87%,93%,88%
2017,XAYQ,"Bronx Park East Preparatory, Inc.",72%,83%,92%,100%,92%,100%,92%,100%,100%,100%,92%,92%,100%,92%,100%,92%,92%,92%,100%
2017,XAZB,Santa Maria Early Childhood Academy,15%,80%,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%,,,100%,100%,100%,100%
2017,XAZD,A House On Beekman Preschool,45%,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%
2017,XAZG,Yearling Nursery School,67%,100%,100%,100%,100%,88%,88%,100%,88%,100%,100%,88%,100%,100%,100%,100%,100%,100%,88%
2017,XAZM,Arcadia Children'S Daycare,21%,100%,100%,100%,100%,100%,100%,89%,89%,100%,100%,100%,89%,100%,100%,89%,89%,100%,89%
2017,XAZX,St. Clare Of Assisi Early Childhood Academy,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2017,Z010,Pre-K Center At 2202 60Th Street,85%,97%,97%,98%,97%,95%,95%,95%,95%,97%,95%,98%,95%,97%,98%,98%,100%,100%,95%
2017,Z011,Pre-K Center At 1258 65Th Street,96%,99%,99%,99%,99%,98%,99%,100%,99%,99%,99%,99%,99%,100%,100%,100%,100%,100%,93%
2017,Z012,Pre-K Center At 1139 Coney Island Avenue,80%,98%,98%,99%,99%,98%,98%,99%,98%,97%,98%,97%,98%,99%,98%,100%,99%,100%,96%
2017,Z013,Pre-K Center At 1668 46Th Street,92%,98%,98%,100%,100%,98%,100%,100%,100%,94%,100%,92%,96%,94%,96%,94%,98%,98%,96%
2017,Z014,Pre-K Center At 1215 Avenue X,63%,100%,100%,100%,98%,100%,98%,100%,100%,98%,100%,96%,100%,100%,98%,100%,100%,100%,92%
2017,Z015,District 2 Pre-K Center At 2-26 Washington St,68%,85%,92%,92%,92%,85%,85%,92%,92%,85%,100%,77%,92%,92%,85%,92%,92%,92%,100%
2017,Z016,Pre-K Center At 46-16 76Th Street,95%,100%,99%,100%,100%,97%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,96%
2017,Z017,Pre-K Center At 168-42 Jamaica Avenue,85%,98%,99%,100%,99%,98%,98%,99%,99%,99%,98%,98%,98%,99%,100%,99%,100%,100%,93%
2017,Z018,Pre-K Center At 153-36 89Th Ave,98%,98%,98%,100%,100%,100%,100%,100%,100%,96%,100%,98%,98%,98%,100%,100%,98%,97%,95%
2017,Z019,Pre-K Center At 132-10 Jamaica Avenue,94%,99%,100%,100%,99%,100%,100%,100%,98%,100%,98%,99%,99%,100%,97%,99%,100%,100%,91%
2017,Z020,Pre-K Center At 100-05 Springfield Boulevard,62%,100%,100%,100%,100%,96%,100%,100%,96%,100%,100%,100%,100%,96%,100%,96%,100%,100%,96%
2017,Z021,Pre-K Center At 96-10 23Rd Avenue,71%,97%,97%,99%,100%,100%,100%,99%,100%,98%,99%,98%,95%,95%,98%,100%,100%,97%,97%
2017,Z022,Pre-K Center At 44-15 Judge Street,79%,98%,98%,99%,98%,100%,100%,100%,99%,100%,99%,97%,97%,97%,100%,99%,96%,98%,96%
2017,Z023,Pre-K Center At 68-20 Myrtle Avenue,81%,90%,85%,90%,90%,86%,86%,86%,86%,79%,90%,85%,81%,80%,86%,95%,90%,95%,95%
2017,Z024,Pre-K Center At 83-30 Kew Gardens Road,63%,95%,95%,98%,98%,98%,98%,98%,98%,95%,98%,95%,95%,95%,95%,100%,100%,100%,98%
2017,Z025,Pre-K Center At 1625 Forest Avenue,65%,100%,100%,100%,98%,100%,100%,98%,98%,98%,100%,98%,96%,96%,98%,100%,100%,100%,100%
2017,Z026,Pre-K Center At 1 Teleport Drive,79%,97%,97%,97%,97%,97%,97%,94%,91%,100%,94%,97%,97%,100%,97%,94%,100%,94%,97%
2017,Z027,Pre-K Center At 120 Stuyvesant Place,59%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,81%
2017,Z029,Pre-K Center At 535 Union Avenue,57%,92%,92%,92%,90%,92%,95%,89%,89%,95%,94%,92%,94%,94%,95%,100%,97%,97%,92%
2017,Z031,District 2 Pre-K Center At The River School,71%,90%,89%,94%,96%,94%,87%,81%,85%,88%,89%,96%,76%,82%,94%,96%,92%,94%,94%
2017,Z032,District 2 Pre-K Center At P.S. 51 Elias Howe,87%,100%,100%,100%,100%,100%,95%,95%,100%,95%,95%,95%,95%,95%,95%,100%,95%,100%,95%
2017,Z033,District 2 Pre-K Center At Sixth Avenue Elementary School,62%,94%,94%,100%,97%,97%,97%,97%,97%,100%,97%,97%,90%,93%,100%,97%,94%,97%,100%
2017,Z034,District 2 Pre-K Center At P.S. 343 The Peck Slip School,87%,98%,98%,98%,98%,98%,96%,94%,92%,98%,94%,96%,96%,96%,96%,100%,100%,100%,96%
2017,Z037,Pre-K Center At P.S. 357 Young Voices Academy Of The Bronx,78%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,97%,95%,100%,100%,100%,100%,95%
2017,Z038,Pre-K Center At 1684 White Plains Road,53%,100%,100%,100%,100%,100%,94%,94%,100%,94%,100%,100%,100%,100%,100%,100%,94%,100%,94%
2017,Z039,Pre-K Center At 4520 Matilda Avenue,25%,100%,80%,100%,100%,80%,100%,100%,100%,100%,100%,100%,,100%,100%,100%,100%,100%,100%
2017,Z040,The Little Brooklyn Pre-K Center At 4222 4Th Avenue,95%,88%,94%,97%,94%,100%,94%,97%,97%,97%,97%,94%,93%,94%,97%,97%,97%,97%,86%
2017,Z042,Pre-K Center At P.S. 118 The Maurice Sendak Community School,68%,77%,77%,100%,77%,77%,82%,82%,64%,82%,82%,92%,67%,67%,100%,92%,83%,77%,92%
2017,Z046,Pre-K Center At P.S. 87 Middle Village,81%,95%,91%,95%,90%,95%,95%,95%,100%,100%,91%,90%,95%,90%,95%,95%,91%,95%,95%
2017,Z047,Pre-K Center At 378 Seneca Avenue,56%,100%,100%,100%,96%,96%,96%,96%,96%,100%,100%,100%,100%,96%,100%,100%,100%,96%,88%
2017,Z058,Pre-K Center At 48-09 Center Boulevard,68%,87%,83%,98%,94%,96%,98%,94%,91%,94%,89%,94%,89%,88%,96%,100%,91%,98%,94%
2017,Z063,Pre-K Center At 1340 East 29Th Street,95%,97%,100%,100%,100%,100%,100%,100%,100%,97%,100%,97%,94%,94%,97%,97%,100%,100%,100%
2017,Z064,Pre-K Center At 3610 Glenwood Road,95%,94%,97%,97%,92%,97%,92%,95%,95%,97%,95%,94%,97%,100%,100%,100%,97%,100%,100%
2017,Z065,District 2 Pre-K Center At 52 Chambers Street,89%,100%,97%,100%,100%,100%,100%,100%,97%,100%,100%,100%,97%,100%,100%,100%,100%,100%,90%
2017,Z066,Pre-K Center At 1434 Ogden Avenue,84%,95%,97%,97%,97%,97%,97%,95%,97%,96%,97%,95%,97%,97%,96%,97%,97%,97%,97%
2017,Z067,Pre-K Center At 1355 84Th Street,100%,99%,98%,99%,99%,98%,98%,99%,99%,97%,98%,99%,99%,99%,99%,98%,99%,98%,95%
2017,Z070,Pre-K Center At 3252 37Th Street,66%,89%,89%,97%,92%,94%,92%,92%,89%,100%,92%,95%,91%,94%,97%,97%,95%,95%,97%
2017,Z072,Pre-K Center At 8501 5Th Avenue,100%,95%,95%,95%,95%,95%,95%,95%,95%,95%,94%,95%,95%,94%,95%,100%,100%,100%,100%
2017,Z073,Pre-K Center At 7415 Fort Hamilton Parkway,97%,99%,99%,99%,98%,98%,98%,99%,98%,98%,98%,98%,99%,98%,97%,98%,99%,99%,96%
2017,Z074,Pre-K Center At 140 58Th Street,75%,96%,96%,100%,97%,93%,99%,99%,100%,97%,100%,97%,94%,96%,100%,99%,100%,100%,90%
2017,Z075,Pre-K Center At 21 Bay 11Th Street,100%,97%,97%,99%,97%,98%,98%,97%,97%,96%,96%,97%,95%,96%,98%,100%,100%,100%,92%
2017,Z076,Pre-K Center At 173-177 25Th Street,94%,98%,98%,98%,96%,98%,98%,98%,98%,98%,96%,98%,98%,98%,98%,100%,100%,100%,93%
2017,Z077,Pre-K Center At 385 Avenue W,98%,96%,96%,96%,96%,96%,96%,96%,96%,92%,94%,94%,96%,96%,92%,98%,100%,100%,90%
2017,Z078,Pre-K Center At P.S. 91 Richard Arkwright,84%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,95%,100%
2017,Z080,Pre-K Center At 50-15 44Th Street,100%,94%,95%,95%,95%,95%,95%,95%,95%,94%,94%,94%,88%,88%,95%,100%,100%,100%,94%
2017,Z081,Pre-K Center At P.S. 343 The Children'S Lab School,77%,91%,87%,91%,83%,91%,86%,91%,91%,85%,86%,86%,89%,90%,91%,100%,100%,100%,95%
2017,Z084,Pre-K Center At P.S. 223 Lyndon B. Johnson,91%,96%,96%,93%,96%,96%,96%,96%,96%,92%,96%,96%,90%,93%,93%,96%,100%,100%,100%
2017,Z087,Pre-K Center At 2512 Marion Avenue,73%,96%,95%,97%,98%,97%,98%,99%,97%,94%,98%,95%,94%,93%,96%,96%,96%,97%,91%
2017,Z088,Pre-K Center At 56-01 61St Street,72%,97%,97%,97%,94%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,97%,97%,94%
2017,Z090,Pre-K Center At 19 Dock Street,62%,90%,90%,97%,87%,81%,73%,67%,58%,97%,90%,93%,66%,83%,100%,87%,97%,90%,97%
2017,Z091,Pre-K Center At 3605 Sedgwick Avenue,91%,100%,95%,100%,100%,100%,95%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%,100%,89%
2017,Z092,Pre-K Center At 3560 Webster Avenue,87%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,95%,95%,94%,95%,89%,95%,94%,95%
2017,Z093,The Little Brooklyn Pre-K Center At 305-307 Third Avenue,100%,96%,96%,100%,100%,100%,100%,100%,100%,96%,100%,100%,96%,100%,100%,100%,96%,96%,96%
2017,Z094,Pre-K Center At 2165 71St Street,96%,96%,97%,97%,98%,96%,96%,96%,99%,99%,97%,97%,96%,99%,96%,99%,97%,97%,96%
2017,Z095,Pre-K Center At 10 Bouck Court,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%
2017,Z097,Mosaic Pre-K Center At 107-17 Northern Boulevard,81%,96%,96%,96%,96%,96%,96%,96%,96%,100%,98%,98%,96%,96%,98%,100%,100%,100%,94%
2017,Z098,The Rose Hill Pre-K Center At 5500 Broadway,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,95%,100%,100%,100%,100%
2017,Z099,District 20 Pre-K Center At 550 59Th Street,87%,99%,98%,100%,99%,98%,99%,99%,99%,100%,98%,100%,99%,98%,100%,98%,96%,97%,91%
2017,Z100,Pre-K Center At 14-45 143 Street,86%,99%,100%,100%,99%,98%,99%,99%,99%,96%,100%,100%,99%,100%,99%,100%,99%,99%,91%
2017,Z101,Mosaic Pre-K Center At 98-11 44 Avenue,87%,96%,97%,98%,96%,97%,98%,97%,98%,99%,94%,98%,97%,96%,99%,99%,98%,99%,93%
2017,Z102,Mosaic Pre-K Center At 106-02 Northern Boulevard,89%,91%,94%,94%,94%,94%,94%,94%,94%,96%,94%,97%,97%,97%,97%,97%,97%,97%,97%
2017,Z103,District 2 Pre-K Center At 220 East 76 Street,48%,89%,94%,100%,100%,94%,94%,94%,94%,100%,100%,94%,94%,94%,94%,100%,95%,100%,95%
2017,Z104,Mosaic Pre-K Center At 41-15 104 Street,91%,96%,98%,95%,95%,96%,96%,95%,96%,92%,95%,94%,96%,94%,95%,100%,100%,100%,95%
2017,Z105,Mosaic Pre-K Center At 109-10 47 Avenue,79%,100%,100%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%
2017,Z106,Mosaic Pre-K Center At 80-55 Cornish Avenue,95%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,89%
2018,01M015,P.S. 015 ROBERTO CLEMENTE,75%,93%,95%,95%,94%,95%,94%,94%,94%,95%,93%,95%,95%,95%,94%,98%,95%,100%,89%
2018,01M019,P.S. 019 ASHER LEVY,96%,95%,96%,98%,97%,99%,96%,94%,94%,95%,90%,94%,93%,91%,96%,96%,95%,96%,89%
2018,01M020,P.S. 020 ANNA SILVER,50%,92%,94%,98%,94%,97%,95%,93%,94%,95%,91%,94%,95%,96%,98%,97%,93%,96%,92%
2018,01M034,P.S. 034 FRANKLIN D. ROOSEVELT,29%,92%,95%,100%,92%,98%,92%,84%,87%,95%,83%,93%,93%,89%,94%,97%,95%,100%,93%
2018,01M063,THE STAR ACADEMY - P.S.63,63%,94%,96%,95%,97%,99%,95%,95%,95%,95%,95%,95%,98%,97%,98%,99%,96%,96%,93%
2018,01M064,P.S. 064 ROBERT SIMON,40%,97%,96%,95%,95%,97%,95%,95%,95%,99%,95%,93%,95%,95%,96%,95%,93%,95%,95%
2018,01M110,P.S. 110 FLORENCE NIGHTINGALE,65%,92%,91%,98%,92%,97%,88%,89%,90%,97%,83%,93%,92%,93%,99%,93%,94%,96%,92%
2018,01M134,P.S. 134 HENRIETTA SZOLD,37%,89%,95%,99%,93%,98%,98%,95%,94%,95%,89%,96%,94%,93%,96%,99%,98%,96%,91%
2018,01M140,P.S. 140 NATHAN STRAUS,46%,94%,95%,97%,93%,97%,94%,90%,91%,93%,90%,93%,92%,92%,92%,95%,95%,93%,88%
2018,01M142,P.S. 142 AMALIA CASTRO,97%,95%,96%,97%,95%,98%,97%,96%,96%,97%,96%,97%,96%,98%,96%,97%,96%,96%,94%
2018,01M184,P.S. 184M SHUANG WEN,65%,93%,95%,98%,94%,99%,94%,88%,87%,96%,87%,91%,88%,89%,96%,98%,95%,97%,92%
2018,01M188,P.S. 188 THE ISLAND SCHOOL,100%,100%,100%,100%,100%,100%,100%,99%,100%,99%,100%,100%,100%,100%,100%,100%,100%,99%,99%
2018,01M292,ORCHARD COLLEGIATE ACADEMY,46%,94%,93%,97%,99%,96%,96%,97%,97%,94%,96%,94%,97%,97%,94%,96%,99%,97%,83%
2018,01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",19%,84%,74%,100%,84%,100%,100%,89%,89%,82%,89%,88%,94%,94%,94%,89%,89%,89%,89%
2018,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,65%,93%,94%,98%,99%,99%,96%,98%,97%,95%,97%,95%,99%,99%,98%,98%,96%,96%,99%
2018,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,81%,93%,94%,99%,96%,99%,99%,98%,98%,96%,99%,95%,96%,94%,99%,97%,97%,99%,87%
2018,01M361,THE CHILDREN'S WORKSHOP SCHOOL,36%,91%,97%,98%,92%,100%,87%,90%,89%,99%,71%,97%,89%,94%,99%,93%,98%,99%,92%
2018,01M363,NEIGHBORHOOD SCHOOL,65%,93%,92%,96%,96%,99%,94%,95%,98%,96%,93%,95%,98%,99%,97%,98%,93%,95%,96%
2018,01M364,EARTH SCHOOL,67%,93%,96%,98%,96%,98%,93%,93%,94%,97%,90%,98%,95%,97%,98%,98%,97%,99%,97%
2018,01M378,SCHOOL FOR GLOBAL LEADERS,63%,94%,95%,97%,96%,98%,97%,97%,97%,96%,96%,96%,97%,96%,97%,93%,97%,97%,93%
2018,01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,31%,91%,92%,95%,93%,98%,94%,92%,94%,94%,93%,93%,94%,94%,97%,95%,95%,97%,81%
2018,01M450,EAST SIDE COMMUNITY SCHOOL,63%,94%,95%,98%,97%,99%,97%,97%,98%,97%,98%,95%,98%,98%,98%,99%,99%,98%,94%
2018,01M458,FORSYTH SATELLITE ACADEMY,23%,89%,87%,100%,95%,100%,100%,100%,100%,92%,97%,94%,97%,97%,95%,97%,97%,100%,63%
2018,01M509,MARTA VALLE HIGH SCHOOL,21%,93%,84%,96%,92%,96%,96%,92%,92%,96%,85%,92%,95%,95%,87%,92%,96%,96%,85%
2018,01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,51%,96%,95%,98%,98%,98%,98%,98%,99%,99%,98%,96%,98%,98%,98%,99%,97%,99%,85%
2018,01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",63%,88%,88%,96%,92%,98%,92%,87%,88%,94%,88%,88%,92%,92%,93%,91%,93%,93%,93%
2018,01M650,CASCADES HIGH SCHOOL,12%,91%,96%,100%,96%,100%,100%,100%,96%,100%,95%,90%,96%,95%,95%,100%,96%,96%,61%
2018,01M696,BARD HIGH SCHOOL EARLY COLLEGE,51%,91%,90%,99%,96%,99%,98%,98%,98%,94%,96%,96%,97%,95%,97%,98%,99%,98%,86%
2018,01M839,TOMPKINS SQUARE MIDDLE SCHOOL,52%,90%,92%,98%,93%,98%,97%,98%,97%,97%,94%,95%,97%,97%,99%,98%,99%,99%,87%
2018,02M001,P.S. 001 ALFRED E. SMITH,66%,98%,96%,98%,97%,99%,98%,97%,97%,94%,97%,96%,95%,95%,95%,96%,96%,96%,89%
2018,02M002,P.S. 002 MEYER LONDON,73%,96%,96%,98%,96%,99%,97%,95%,95%,99%,96%,96%,96%,98%,98%,96%,96%,97%,95%
2018,02M003,P.S. 003 CHARRETTE SCHOOL,48%,94%,93%,97%,96%,99%,92%,91%,90%,96%,87%,97%,93%,94%,98%,97%,96%,96%,94%
2018,02M006,P.S. 006 LILLIE D. BLAKE,52%,86%,86%,95%,87%,99%,86%,90%,88%,93%,79%,89%,90%,92%,96%,91%,91%,91%,96%
2018,02M011,P.S. 011 WILLIAM T. HARRIS,62%,95%,95%,98%,96%,99%,96%,97%,99%,98%,96%,95%,98%,98%,98%,96%,98%,98%,96%
2018,02M033,P.S. 033 CHELSEA PREP,64%,85%,89%,94%,79%,95%,80%,66%,60%,92%,63%,83%,77%,79%,66%,81%,87%,91%,93%
2018,02M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,51%,94%,95%,99%,97%,99%,97%,98%,99%,97%,97%,93%,98%,98%,98%,98%,99%,99%,96%
2018,02M041,P.S. 041 GREENWICH VILLAGE,69%,93%,92%,97%,94%,98%,95%,97%,98%,93%,94%,92%,95%,94%,96%,96%,97%,97%,98%
2018,02M042,P.S. 042 BENJAMIN ALTMAN,95%,96%,95%,97%,97%,99%,99%,98%,99%,98%,99%,97%,98%,99%,99%,98%,97%,98%,93%
2018,02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,14%,95%,86%,100%,100%,100%,95%,95%,95%,100%,95%,90%,95%,84%,95%,95%,100%,100%,86%
2018,02M051,P.S. 051 ELIAS HOWE,77%,97%,96%,98%,95%,96%,97%,97%,96%,96%,95%,96%,96%,96%,97%,97%,99%,98%,93%
2018,02M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,59%,95%,95%,96%,96%,99%,95%,97%,97%,97%,93%,94%,99%,99%,98%,97%,97%,96%,100%
2018,02M077,P.S. 77 LOWER LAB SCHOOL,93%,90%,90%,95%,92%,99%,86%,82%,83%,93%,77%,92%,85%,87%,94%,94%,94%,94%,96%
2018,02M089,P.S. 89,56%,93%,92%,99%,95%,99%,96%,97%,99%,95%,93%,96%,97%,98%,81%,98%,94%,92%,98%
2018,02M104,J.H.S. 104 SIMON BARUCH,74%,83%,85%,97%,88%,98%,96%,95%,95%,93%,89%,90%,94%,90%,94%,94%,94%,95%,83%
2018,02M111,P.S. 111 ADOLPH S. OCHS,56%,88%,89%,96%,90%,97%,95%,95%,94%,95%,94%,94%,96%,95%,96%,92%,95%,93%,93%
2018,02M114,EAST SIDE MIDDLE SCHOOL,60%,85%,85%,97%,88%,99%,90%,92%,94%,89%,86%,93%,94%,92%,99%,95%,95%,96%,95%
2018,02M116,P.S. 116 MARY LINDLEY MURRAY,42%,90%,92%,96%,90%,97%,94%,92%,91%,94%,86%,95%,94%,95%,98%,92%,91%,96%,94%
